"microbe","PreNorm.sig","PreNorm.dir","Norm.sig","Norm.dir","consistentEffect"
"s__Cryptococcus gattii VGI","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cryptococcus neoformans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Cryptosporidium parvum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Cupriavidus basilensis","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cupriavidus gilardii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cupriavidus metallidurans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Cupriavidus necator","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cupriavidus oxalaticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cupriavidus pauculus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cupriavidus sp. EM10","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cutibacterium granulosum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cutibacterium modestum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Cyanobium sp. NIES-981","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Dactylococcopsis salina","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Debaryomyces hansenii","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Dechloromonas sp. HYN0024","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dechloromonas sp. TW-R-39-2","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Defluviicoccus vanus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Defluviimonas alba","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Delftia acidovorans","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Delftia lacustris","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Delftia sp. Cs1-4","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Delftia sp. HK171","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Delftia tsuruhatensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Denitrobacterium detoxificans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dermacoccus nishinomiyaensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Desulfovibrio fairfieldensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dialister pneumosintes","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Diaphorobacter sp. HDW4A","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dickeya poaceiphila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dietzia sp. oral taxon 368","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Dietzia timorensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Dolosigranulum pigrum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Dysgonomonas sp. HDW5B","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Dysosmobacter sp. Marseille-Q4140","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Eggerthella lenta","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Egibacter rhizosphaerae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Eikenella corrodens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Elizabethkingia sp. JS20170427COW","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Empedobacter falsenii","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Encephalitozoon cuniculi","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Encephalitozoon intestinalis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__endosymbiont of unidentified scaly snail isolate Monju","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Enterobacter cloacae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Enterobacter hormaechei","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Enterobacter kobei","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Enterobacter sp. JUb54","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Enterocloster bolteae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Enterocloster clostridioformis","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Enterococcus cecorum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Enterococcus faecalis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Enterococcus faecium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Ereboglobus luteus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Eremothecium cymbalariae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Eremothecium gossypii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Erysipelatoclostridium ramosum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Erysipelothrix inopinata","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Erythrobacter sp. HKB08","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Erythrobacter sp. JK5","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Escherichia coli","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Ethanoligenens harbinense","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Faecalibacterium prausnitzii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Filimonas lacunae","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Fimbriimonas ginsengisoli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Flammeovirga sp. MY04","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Flavonifractor plautii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Flintibacter sp. KGMB00164","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fluviibacter phosphoraccumulans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Frankia sp. QA3","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Fretibacterium fastidiosum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Frigoriglobus tundricola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fuerstia marisgermanicae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fulvivirga sp. S481","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusarium graminearum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Fusarium venenatum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Fusarium verticillioides","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Fusobacterium canifelinum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium gonidiaformans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium hwasookii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium mortiferum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Fusobacterium necrophorum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium nucleatum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium periodonticum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium pseudoperiodonticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Fusobacterium sp. NSJ-57","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium sp. oral taxon 203","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Fusobacterium ulcerans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Fusobacterium varium","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Gardnerella leopoldii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gardnerella vaginalis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gemella haemolysans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Gemella morbillorum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gemella sanguinis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gemella sp. ND 6198","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gemmatimonas phototrophica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gemmatimonas sp. TET16","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Gemmatirosa kalamazoonesis","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Gemmobacter sp. HYN0069","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Giardia intestinalis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Glaesserella sp. 15-184","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Gloeomargarita lithophora","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Granulibacter bethesdensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Grimontia hollisae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Guillardia theta","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Guyparkeria halophila","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Haemophilus haemolyticus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Haemophilus influenzae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Haliscomenobacter hydrossis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Halobacteriovorax sp. BALOs_7","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Halomicronema hongdechloris","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Halopiger xanaduensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Halothiobacillus sp. LS2","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Hemiselmis andersenii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Hirschia baltica","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Homo sapiens","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Hydrogenophaga sp. BA0156","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Hydrogenophaga sp. PAMC20947","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Hydrogenophaga sp. PBL-H3","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Hydrogenophaga sp. YM1","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Hymenobacter busanensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Hymenobacter sp. BRD128","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Hyphomicrobium denitrificans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Hyphomicrobium nitrativorans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Hyphomicrobium sp. MC1","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Iamia sp. SCSIO 61187","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Inhella inkyongensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Intestinimonas butyriciproducens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Jatrophihabitans sp. GAS493","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Jonquetella anthropi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kazachstania naganishii","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Kineobactrum salinum","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Kingella denitrificans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kingella oralis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Kiritimatiella glycovorans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Kitasatospora albolonga","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Kitasatospora setae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kitasatospora sp. MMS16-BH015","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kitasatospora sp. NA04385","FALSE","enrichedFF","TRUE","enrichedFF",FALSE
"s__Klebsiella pneumoniae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kluyveromyces marxianus","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Kocuria flava","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria indica","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria palustris","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria rhizophila","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Kocuria rosea","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria sp. KD4","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria turfanensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Kocuria varians","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Ktedonosporobacter rubrisoli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Kutzneria sp. CA-103260","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Labilithrix luteola","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lachnoanaerobaculum umeaense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lachnoclostridium phocaeense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lachnoclostridium phytofermentans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Lachnoclostridium sp. YL32","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lacibacter sp. S13-6-6","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lactobacillus delbrueckii","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Lactobacillus johnsonii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lactococcus cremoris","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Lactococcus lactis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Lactococcus raffinolactis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lancefieldella parvula","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Lawsonia intracellularis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Legionella israelensis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Legionella sp. TUM19329","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leifsonia shinshuensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Leishmania braziliensis","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Leishmania donovani","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Leishmania major","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Leishmania mexicana","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Lelliottia amnigena","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Leptospira biflexa","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Leptothrix cholodnii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia buccalis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia hofstadii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leptotrichia hongkongensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia shahii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leptotrichia sp. oral taxon 212","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia sp. oral taxon 218","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia sp. oral taxon 221","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Leptotrichia sp. oral taxon 498","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leptotrichia sp. oral taxon 847","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leptotrichia trevisanii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Leptotrichia wadei","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Lichenicola cladoniae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Limnoglobus roseus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Limnohabitans sp. 103DPR2","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Listeria monocytogenes","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Longicatena caecimuris","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Luteimonas yindakuii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Luteitalea pratensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Luteolibacter luteus","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Luteolibacter sp. 32A","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Lysobacter solisilvae (ex Kim et al. 2021)","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Maioricimonas rarisocia","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mannheimia sp. USDA-ARS-USMARC-1261","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Marasmius oreades","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Maricaulis maris","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Marinobacter sp. LV10R510-11A","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Massilistercora timonensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
"s__Megasphaera elsdenii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Megasphaera stantonii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Meiothermus ruber","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Meiothermus silvanus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Melioribacter roseus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methanobrevibacter smithii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylibium sp. Pch-M","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methylobacterium aquaticum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium brachiatum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium durans","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Methylobacterium indicum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium nodulans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methylobacterium oryzae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium radiodurans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methylobacterium radiotolerans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium sp. 17Sr1-1","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methylobacterium sp. 4-46","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium sp. AMS5","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Methylobacterium sp. C1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium sp. WL1","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylobacterium terrae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylorubrum extorquens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylorubrum populi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Methylotenera versatilis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium aurum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium caowuchunii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium chengjingii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium esteraromaticum","TRUE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium foliorum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium hominis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium hydrocarbonoxydans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium lushaniae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium oxydans","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium paraoxydans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium pygmaeum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium sediminis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Microbacterium sp. A18JL200","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium sp. A18JL241","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium sp. ABRD_28","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microbacterium sp. No. 7","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium sp. PM5","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium sp. WY121","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Microbacterium testaceum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Micrococcus luteus","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Micrococcus sp. KBS0714","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Micromonospora krabiensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Micromonospora maris","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Micromonospora zamorensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Microvirgula aerodenitrificans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Miltoncostaea marina","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mobiluncus curtisii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Moraxella catarrhalis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Moraxella cuniculi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Moraxella nonliquefaciens","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Moraxella osloensis","TRUE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Morganella morganii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mumia sp. ZJ1417","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mus musculus mobilized endogenous polytropic provirus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium branderi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium conspicuum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium florentinum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium frederiksbergense","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium goodii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium gordonae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium grossiae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium haemophilum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium kansasii","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium koreense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium leprae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium marinum","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium paragordonae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium paraintracellulare","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium phage Saguaro","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium riyadhense","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium simiae","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium sp. DL592","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium sp. JS623","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium spongiae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacterium tuberculosis","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium ulcerans","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Mycobacterium xenopi","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Mycobacteroides chelonae","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Myroides odoratus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Myroides profundi","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Nakamurella sp. s14-144","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Natrarchaeobaculum aegyptiacum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Natronoglycomyces albus","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Naumovozyma castellii","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Naumovozyma dairenensis","FALSE","enrichedFFPE","FALSE","enrichedFF",FALSE
"s__Ndongobacter massiliensis","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Neisseria sicca","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Neochlamydia sp. S13","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Neospora caninum","FALSE","enrichedFFPE","FALSE","enrichedFFPE",FALSE
"s__Neurospora crassa","TRUE","enrichedFFPE","TRUE","enrichedFFPE",TRUE
"s__Niabella soli","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Nibricoccus aquaticus","FALSE","enrichedFF","FALSE","enrichedFF",FALSE
"s__Nitrospira moscoviensis","FALSE","enrichedFF","FALSE","enrichedFFPE",FALSE
