"gene","n","rank"
"MUC5B",92,8667
"NDRG2",92,8668
"NGF",92,8669
"NOMO1",92,8670
"NPM2",92,8671
"NRN1",92,8672
"NUDT14",92,8673
"OLFML2B",92,8674
"OTOA",92,8675
"PCDHA7",92,8676
"PCDHA9",92,8677
"PCSK6",92,8678
"PDCD2L",92,8679
"PGAP3",92,8680
"PKP2",92,8681
"PLA2G7",92,8682
"PLCXD2",92,8683
"PRDM16",92,8684
"PRMT6",92,8685
"PRPH2",92,8686
"PRX",92,8687
"PSAP",92,8688
"PTGER3",92,8689
"RAB19",92,8690
"RAI2",92,8691
"RARG",92,8692
"RGS14",92,8693
"RHOF",92,8694
"RNF128",92,8695
"SDHAF1",92,8696
"SDS",92,8697
"SFRP4",92,8698
"SGMS2",92,8699
"SHC3",92,8700
"SIX5",92,8701
"SLC16A5",92,8702
"SLC19A3",92,8703
"SLC26A11",92,8704
"SLC26A7",92,8705
"SLC38A11",92,8706
"SLC7A11",92,8707
"SLC9B1",92,8708
"SNORA11B",92,8709
"SNORA20",92,8710
"SNORA69",92,8711
"SNORD38A",92,8712
"SNORD91B",92,8713
"SPRR2G",92,8714
"SPRR3",92,8715
"SSH3",92,8716
"ST6GALNAC1",92,8717
"ST6GALNAC2",92,8718
"ST6GALNAC3",92,8719
"STOX2",92,8720
"SYCE1L",92,8721
"SYS1",92,8722
"TCHH",92,8723
"TDRD12",92,8724
"TEAD4",92,8725
"TECTA",92,8726
"TIAM1",92,8727
"TMEM107",92,8728
"TMEM125",92,8729
"TMEM30B",92,8730
"TRIM58",92,8731
"TSPAN31",92,8732
"TTLL9",92,8733
"TTR",92,8734
"TXLNB",92,8735
"UGT1A10",92,8736
"USP9Y",92,8737
"WDR63",92,8738
"ZC2HC1C",92,8739
"ABCA10",91,8740
"ACVR1C",91,8741
"ADCK1",91,8742
"AQP1",91,8743
"C4orf19",91,8744
"CACNG4",91,8745
"CAMK2A",91,8746
"CAPN6",91,8747
"CBX8",91,8748
"CCL8",91,8749
"CD248",91,8750
"CD34",91,8751
"CD3E",91,8752
"CDC25C",91,8753
"CDH5",91,8754
"CLIC2",91,8755
"CLYBL",91,8756
"CMTM7",91,8757
"CNDP1",91,8758
"CNTNAP5",91,8759
"COL6A2",91,8760
"COL8A2",91,8761
"COLEC11",91,8762
"COMMD8",91,8763
"CORIN",91,8764
"CREB3L1",91,8765
"CST6",91,8766
"CTSG",91,8767
"CYP2B6",91,8768
"DACT1",91,8769
"DECR2",91,8770
"DOK4",91,8771
"DTNB",91,8772
"ECEL1",91,8773
"ECM1",91,8774
"EGFLAM",91,8775
"EML6",91,8776
"EMX2",91,8777
"ERMN",91,8778
"FAAH",91,8779
"FAM169A",91,8780
"FAM72A",91,8781
"FAP",91,8782
"FBLN7",91,8783
"FGF10",91,8784
"FGL2",91,8785
"FREM1",91,8786
"GLIPR1L2",91,8787
"GPR19",91,8788
"GRM8",91,8789
"HAL",91,8790
"HAP1",91,8791
"HOXB7",91,8792
"HS3ST2",91,8793
"HSD17B2",91,8794
"HSPA12B",91,8795
"KLF5",91,8796
"LOC441242",91,8797
"LRP4",91,8798
"MAGEE1",91,8799
"MAP2",91,8800
"MAST1",91,8801
"MMP23B",91,8802
"MPPED2",91,8803
"MYLPF",91,8804
"MYO1G",91,8805
"NDP",91,8806
"NFKBIL1",91,8807
"NGEF",91,8808
"NOS1",91,8809
"NOSTRIN",91,8810
"NPFFR2",91,8811
"NUDT16L1",91,8812
"NXF2",91,8813
"OPLAH",91,8814
"OSBP2",91,8815
"OVOL2",91,8816
"P2RY14",91,8817
"PAPLN",91,8818
"PCSK1N",91,8819
"PIPSL",91,8820
"PLAG1",91,8821
"PLCH2",91,8822
"PTGER4",91,8823
"PYHIN1",91,8824
"RAET1G",91,8825
"RGPD4",91,8826
"RGPD5",91,8827
"RIMS2",91,8828
"RNF212",91,8829
"ROR2",91,8830
"RRM2",91,8831
"RTL1",91,8832
"S100A14",91,8833
"SBK1",91,8834
"SCARA3",91,8835
"SCIMP",91,8836
"SCN1A",91,8837
"SDF2L1",91,8838
"SEMA5A",91,8839
"SERTAD3",91,8840
"SGSM1",91,8841
"SIGLEC15",91,8842
"SIGLEC8",91,8843
"SLC16A12",91,8844
"SLC7A4",91,8845
"SPAG6",91,8846
"SPRR2D",91,8847
"SPRR2F",91,8848
"SSPN",91,8849
"STEAP1",91,8850
"SULF1",91,8851
"SV2C",91,8852
"SYNGR3",91,8853
"TBX18",91,8854
"TDRD9",91,8855
"TF",91,8856
"TFEC",91,8857
"TMEM187",91,8858
"TMEM37",91,8859
"TMEM45A",91,8860
"TNFRSF18",91,8861
"TRIM73",91,8862
"TSTD1",91,8863
"UGT1A3",91,8864
"UGT1A7",91,8865
"ZIM2",91,8866
"ZNF784",91,8867
"ZNHIT2",91,8868
"ZWINT",91,8869
"A2ML1",90,8870
"ACP5",90,8871
"ACTG2",90,8872
"ADO",90,8873
"AK4",90,8874
"AK5",90,8875
"ANGPTL4",90,8876
"ANO1",90,8877
"ANO9",90,8878
"APOC2",90,8879
"ARHGEF38",90,8880
"ATP1B2",90,8881
"AXIN2",90,8882
"BEX1",90,8883
"BID",90,8884
"BSPRY",90,8885
"CABP4",90,8886
"CCDC74B",90,8887
"CCDC8",90,8888
"CCDC86",90,8889
"CD300LF",90,8890
"CLCA1",90,8891
"CLDN18",90,8892
"CNGA3",90,8893
"CNTN6",90,8894
"DHCR24",90,8895
"DNAL4",90,8896
"EBI3",90,8897
"ECE1",90,8898
"EFNA5",90,8899
"EGFL6",90,8900
"ELAVL4",90,8901
"EMID1",90,8902
"ERBB2",90,8903
"ETV2",90,8904
"EYA1",90,8905
"FAM171B",90,8906
"FAM90A1",90,8907
"FBXL13",90,8908
"FGF14",90,8909
"FOXJ1",90,8910
"FOXP3",90,8911
"FUT6",90,8912
"FXYD3",90,8913
"FZD4",90,8914
"GPA33",90,8915
"GRM5",90,8916
"HLA-DPB2",90,8917
"HMGN5",90,8918
"HOXA13",90,8919
"HOXB5",90,8920
"HRH1",90,8921
"HSD11B1L",90,8922
"IP6K3",90,8923
"JAM2",90,8924
"JPH4",90,8925
"LBP",90,8926
"LCK",90,8927
"LGALS2",90,8928
"LGALSL",90,8929
"MATN2",90,8930
"MCF2L2",90,8931
"MCHR1",90,8932
"MDH1B",90,8933
"METAP1D",90,8934
"MIA",90,8935
"MIR548I1",90,8936
"MORN4",90,8937
"MRPL22",90,8938
"MRPS18A",90,8939
"MT1F",90,8940
"MTHFD2L",90,8941
"MYBPC2",90,8942
"MYH15",90,8943
"MYRIP",90,8944
"NAALAD2",90,8945
"NAIF1",90,8946
"NCAPH",90,8947
"NDUFA7",90,8948
"NKX3-1",90,8949
"NTRK3",90,8950
"NXPH4",90,8951
"OLFML1",90,8952
"OR2A4",90,8953
"P2RY8",90,8954
"PCDHA2",90,8955
"PDE2A",90,8956
"PDGFC",90,8957
"PHEX",90,8958
"PHGDH",90,8959
"PHLDA2",90,8960
"PIGZ",90,8961
"PIK3C2G",90,8962
"PLCXD3",90,8963
"PNLDC1",90,8964
"PNMA3",90,8965
"PPIAL4D",90,8966
"PPT2",90,8967
"PRB3",90,8968
"PRR16",90,8969
"PRSS35",90,8970
"RAET1L",90,8971
"RHBDL3",90,8972
"RHBG",90,8973
"RIC3",90,8974
"RNF170",90,8975
"SDC1",90,8976
"SENP8",90,8977
"SERTAD4",90,8978
"SIGLEC14",90,8979
"SIRT6",90,8980
"SLC18A1",90,8981
"SLC25A42",90,8982
"SLC26A5",90,8983
"SNCA",90,8984
"SNORD71",90,8985
"SNX22",90,8986
"SP1",90,8987
"SPDEF",90,8988
"SPTBN4",90,8989
"STOX1",90,8990
"SULT1E1",90,8991
"TAF7L",90,8992
"TBX4",90,8993
"TCEANC",90,8994
"TFF2",90,8995
"TMPRSS3",90,8996
"TPSD1",90,8997
"TRIM36",90,8998
"TSPAN12",90,8999
"TUG1",90,9000
"VCAN",90,9001
"VWA2",90,9002
"XIAP",90,9003
"ZIC1",90,9004
"ZNF99",90,9005
"ADAMTSL5",89,9006
"ADH1A",89,9007
"ANKRD19P",89,9008
"APCDD1",89,9009
"B3GAT2",89,9010
"BHLHB9",89,9011
"BNC1",89,9012
"BNIP1",89,9013
"C3",89,9014
"CA13",89,9015
"CA3",89,9016
"CASC1",89,9017
"CCDC158",89,9018
"CCDC36",89,9019
"CD96",89,9020
"CDC20",89,9021
"CDH23",89,9022
"CHCHD7",89,9023
"CHRNB1",89,9024
"CHST7",89,9025
"CNGB1",89,9026
"CNNM1",89,9027
"CPLX1",89,9028
"CTU2",89,9029
"CYP26B1",89,9030
"CYP2J2",89,9031
"DCLK1",89,9032
"DNAH6",89,9033
"DOC2A",89,9034
"DOC2B",89,9035
"DOCK3",89,9036
"DRAM1",89,9037
"EEF1A2",89,9038
"FAM104B",89,9039
"FAM151A",89,9040
"FAM174B",89,9041
"FAM178B",89,9042
"FCER2",89,9043
"FGFR3",89,9044
"FKBP14",89,9045
"FOXD2",89,9046
"FOXM1",89,9047
"GALNT14",89,9048
"GAP43",89,9049
"GCHFR",89,9050
"GCNT2",89,9051
"GDPD3",89,9052
"GIMAP1-GIMAP5",89,9053
"GJA5",89,9054
"GZMB",89,9055
"HCAR2",89,9056
"IRAK2",89,9057
"KCNJ3",89,9058
"KIF19",89,9059
"LAG3",89,9060
"LGALS3",89,9061
"LOXL4",89,9062
"LPA",89,9063
"MED9",89,9064
"MFAP2",89,9065
"MFAP4",89,9066
"MIR558",89,9067
"MT1H",89,9068
"MTMR7",89,9069
"MUC16",89,9070
"NAPB",89,9071
"NAPEPLD",89,9072
"NKG7",89,9073
"NUDT12",89,9074
"NXPH3",89,9075
"NXT2",89,9076
"PBX4",89,9077
"PCDH18",89,9078
"PDE8B",89,9079
"PLGLA",89,9080
"PMEPA1",89,9081
"PNMA2",89,9082
"PRR15L",89,9083
"PSD",89,9084
"PTCHD4",89,9085
"PXDN",89,9086
"RAB4B",89,9087
"RAP1GAP",89,9088
"RARRES1",89,9089
"REEP4",89,9090
"RFK",89,9091
"SCRG1",89,9092
"SELE",89,9093
"SEMA3C",89,9094
"SGCA",89,9095
"SHH",89,9096
"SHISA3",89,9097
"SIM2",89,9098
"SLC14A1",89,9099
"SLC26A4",89,9100
"SLC3A1",89,9101
"SLC4A11",89,9102
"SNORD116-29",89,9103
"SNORD116-9",89,9104
"SPAG4",89,9105
"SPAG8",89,9106
"SPOCK3",89,9107
"SUSD5",89,9108
"SYTL1",89,9109
"THEM5",89,9110
"TMCO4",89,9111
"TMEM31",89,9112
"TMEM97",89,9113
"TNNC1",89,9114
"TPM1",89,9115
"TRAF3IP3",89,9116
"TTC12",89,9117
"TTC26",89,9118
"TTC9",89,9119
"VILL",89,9120
"WNT16",89,9121
"ZNF804A",89,9122
"ABCA6",88,9123
"ABCC2",88,9124
"ABI1",88,9125
"ACSM5",88,9126
"ADCY2",88,9127
"ADRA1B",88,9128
"ADRB1",88,9129
"AMPD1",88,9130
"ANKRD13B",88,9131
"ANKRD20A8P",88,9132
"ANKRD46",88,9133
"AREG",88,9134
"ARHGEF37",88,9135
"ARID3A",88,9136
"ARL6",88,9137
"ATP2C2",88,9138
"BATF3",88,9139
"BCL2L14",88,9140
"C12orf56",88,9141
"C7",88,9142
"C9orf40",88,9143
"CA11",88,9144
"CAMK2N2",88,9145
"CAPN11",88,9146
"CLCN4",88,9147
"CLEC18B",88,9148
"CNGA1",88,9149
"COL12A1",88,9150
"COL6A3",88,9151
"DKK1",88,9152
"DSTNP2",88,9153
"ECT2L",88,9154
"FAM153A",88,9155
"FKBPL",88,9156
"FTCD",88,9157
"GALM",88,9158
"GLYATL2",88,9159
"GOLT1A",88,9160
"GPR180",88,9161
"GSDMC",88,9162
"HDC",88,9163
"HFM1",88,9164
"HLA-DRB6",88,9165
"HNF4A",88,9166
"HOXD4",88,9167
"IFI35",88,9168
"IL2RA",88,9169
"IRAK1BP1",88,9170
"IRF4",88,9171
"ITGA2",88,9172
"ITIH5",88,9173
"KIT",88,9174
"KLHL29",88,9175
"KLHL38",88,9176
"KLK6",88,9177
"KRBOX1",88,9178
"LEAP2",88,9179
"LINC00346",88,9180
"MED12L",88,9181
"MEX3B",88,9182
"MMRN1",88,9183
"MSRA",88,9184
"MYCBPAP",88,9185
"MYH2",88,9186
"NACAD",88,9187
"NAP1L3",88,9188
"NPY1R",88,9189
"NUDT15",88,9190
"NUDT8",88,9191
"P2RY10",88,9192
"P2RY2",88,9193
"PABPC5",88,9194
"PAIP2B",88,9195
"PCDHA8",88,9196
"PCDHGA2",88,9197
"PGM5",88,9198
"PKHD1",88,9199
"POU2AF1",88,9200
"PTCH2",88,9201
"PYGM",88,9202
"QPRT",88,9203
"RAB6C",88,9204
"RAC3",88,9205
"RNF19A",88,9206
"RNF215",88,9207
"RTN1",88,9208
"SCML4",88,9209
"SLCO4C1",88,9210
"SMTNL2",88,9211
"SNORD8",88,9212
"SNORD82",88,9213
"SNX24",88,9214
"SOX15",88,9215
"ST3GAL2",88,9216
"STAP1",88,9217
"SYN2",88,9218
"THEMIS",88,9219
"TIMP4",88,9220
"TMEFF2",88,9221
"TMEM160",88,9222
"TMEM40",88,9223
"TMEM52",88,9224
"TMEM92",88,9225
"TOX",88,9226
"TREM2",88,9227
"TRIM29",88,9228
"TSPAN8",88,9229
"TWIST2",88,9230
"ULBP2",88,9231
"UPB1",88,9232
"VGF",88,9233
"VWA5A",88,9234
"ZSWIM3",88,9235
"ABCC6P1",87,9236
"ABCC8",87,9237
"AKR1C3",87,9238
"ANO5",87,9239
"ARHGEF19",87,9240
"ARNT2",87,9241
"ARSJ",87,9242
"ASXL3",87,9243
"ATOX1",87,9244
"ATP11A",87,9245
"ATP13A4",87,9246
"AVPI1",87,9247
"BBOX1",87,9248
"BMP8A",87,9249
"C2CD4B",87,9250
"C4orf33",87,9251
"CCDC148",87,9252
"CCDC88B",87,9253
"CCL15",87,9254
"CDC42EP5",87,9255
"CDCA3",87,9256
"CES1",87,9257
"CHAC1",87,9258
"CHADL",87,9259
"CHI3L2",87,9260
"CLEC10A",87,9261
"CLECL1",87,9262
"CMYA5",87,9263
"COQ3",87,9264
"COX7A1",87,9265
"CPM",87,9266
"CRLF2",87,9267
"CTTNBP2",87,9268
"CUX2",87,9269
"CYP2C19",87,9270
"CYP2S1",87,9271
"DBNDD1",87,9272
"DDX3Y",87,9273
"DLGAP1",87,9274
"DNAH7",87,9275
"EDA2R",87,9276
"EDNRA",87,9277
"EFHB",87,9278
"EFNA1",87,9279
"ELFN1",87,9280
"ESRRA",87,9281
"FAT3",87,9282
"FGF2",87,9283
"FGFR2",87,9284
"FNDC5",87,9285
"GABRB3",87,9286
"GHR",87,9287
"GIPR",87,9288
"GJC1",87,9289
"GLIS3-AS1",87,9290
"GPD1",87,9291
"GPLD1",87,9292
"GPR1",87,9293
"GPR160",87,9294
"GREM1",87,9295
"GRIK2",87,9296
"GRIP2",87,9297
"HNF4G",87,9298
"HOMER2",87,9299
"HUNK",87,9300
"IGFALS",87,9301
"IL17RE",87,9302
"ILF3",87,9303
"ISL1",87,9304
"JOSD2",87,9305
"KCND2",87,9306
"KCNE3",87,9307
"KCNH8",87,9308
"KCNMB1",87,9309
"KCNMB4",87,9310
"KLHL32",87,9311
"KLHL7",87,9312
"KLK11",87,9313
"LIF",87,9314
"LRRC32",87,9315
"LRRC61",87,9316
"LTK",87,9317
"MAL2",87,9318
"MDP1",87,9319
"ME1",87,9320
"MEX3A",87,9321
"MICB",87,9322
"MMP13",87,9323
"MMP19",87,9324
"MOB4",87,9325
"MPZL2",87,9326
"MT1M",87,9327
"NAP1L2",87,9328
"NCKAP5",87,9329
"NDRG4",87,9330
"OLFM4",87,9331
"OR2A7",87,9332
"PAPPA2",87,9333
"PCP4L1",87,9334
"PDZD4",87,9335
"PIP5K1B",87,9336
"PKHD1L1",87,9337
"PLCL1",87,9338
"PLD4",87,9339
"PLEKHA3",87,9340
"PLP1",87,9341
"PNMA6A",87,9342
"PODNL1",87,9343
"PPP1R1C",87,9344
"PRG2",87,9345
"PRR5",87,9346
"PTGFR",87,9347
"PTN",87,9348
"RAB36",87,9349
"RAD51B",87,9350
"REG4",87,9351
"SAA2-SAA4",87,9352
"SCNN1G",87,9353
"SHROOM2",87,9354
"SLC18A2",87,9355
"SLC1A2",87,9356
"SLC22A18AS",87,9357
"SLC28A1",87,9358
"SLC2A6",87,9359
"SLC44A3",87,9360
"SLC44A4",87,9361
"SMYD3",87,9362
"SNORA36B",87,9363
"SNORA54",87,9364
"SNORD11",87,9365
"SNORD94",87,9366
"SPIN4",87,9367
"STK32A",87,9368
"STMN3",87,9369
"STON1",87,9370
"TBKBP1",87,9371
"TBX6",87,9372
"TCOF1",87,9373
"TERT",87,9374
"TLL1",87,9375
"TNFSF4",87,9376
"TNNT3",87,9377
"TP73",87,9378
"TRAIP",87,9379
"TRIM34",87,9380
"UBTD1",87,9381
"UGT2A3",87,9382
"UNC13A",87,9383
"VIL1",87,9384
"ZNF469",87,9385
"ZNF483",87,9386
"AADAC",86,9387
"ACSM2B",86,9388
"AGR3",86,9389
"ALDH1A1",86,9390
"AMH",86,9391
"ASPRV1",86,9392
"ASS1",86,9393
"BATF",86,9394
"BCAS4",86,9395
"BIK",86,9396
"C14orf132",86,9397
"C1orf109",86,9398
"C1orf159",86,9399
"C21orf58",86,9400
"C6orf226",86,9401
"CACNA1G",86,9402
"CBS",86,9403
"CCDC136",86,9404
"CCL26",86,9405
"CCR4",86,9406
"CD1C",86,9407
"CLNK",86,9408
"CORO2A",86,9409
"COX4I2",86,9410
"CSAG1",86,9411
"CTSO",86,9412
"CYSLTR2",86,9413
"CYTL1",86,9414
"DCHS2",86,9415
"DHRS3",86,9416
"DPYSL4",86,9417
"EBPL",86,9418
"FBXL15",86,9419
"FBXO24",86,9420
"FICD",86,9421
"FNTB",86,9422
"FOLH1B",86,9423
"FUT3",86,9424
"GALNT9",86,9425
"GDPD5",86,9426
"GEMIN7",86,9427
"GGTLC1",86,9428
"GLRB",86,9429
"GPRIN1",86,9430
"GRB14",86,9431
"HSPB3",86,9432
"IGDCC4",86,9433
"IGF2BP1",86,9434
"IRF8",86,9435
"ISG20",86,9436
"KCNG1",86,9437
"KDELR3",86,9438
"KLK8",86,9439
"KLRC2",86,9440
"LDB3",86,9441
"LOC93622",86,9442
"LRG1",86,9443
"LRRC39",86,9444
"LRRC8E",86,9445
"LRRIQ4",86,9446
"MIR25",86,9447
"MOSPD1",86,9448
"MRAP2",86,9449
"MSMB",86,9450
"MYCN",86,9451
"MYO15A",86,9452
"MYOZ1",86,9453
"NFE2",86,9454
"NRXN2",86,9455
"NUP210L",86,9456
"OGDHL",86,9457
"OLAH",86,9458
"OMD",86,9459
"OR51E1",86,9460
"PCDHAC1",86,9461
"PCSK9",86,9462
"PDF",86,9463
"PGF",86,9464
"POC1A",86,9465
"POTEG",86,9466
"PRKCZ",86,9467
"PSG4",86,9468
"PTGES",86,9469
"PTPRN2",86,9470
"RAPSN",86,9471
"RBP5",86,9472
"RHPN1",86,9473
"ROBO4",86,9474
"RPS24",86,9475
"S100A8",86,9476
"SAMD14",86,9477
"SCIN",86,9478
"SEMA4F",86,9479
"SERHL",86,9480
"SGK2",86,9481
"SHF",86,9482
"SIGLEC12",86,9483
"SLC14A2",86,9484
"SLC25A21",86,9485
"SLC5A5",86,9486
"SLC7A9",86,9487
"SNORD62A",86,9488
"SNX20",86,9489
"SPC24",86,9490
"SPINT1",86,9491
"SPON1",86,9492
"TACR2",86,9493
"TBC1D10C",86,9494
"TIGD2",86,9495
"TMEM17",86,9496
"TNFSF10",86,9497
"TNNC2",86,9498
"TSPAN18",86,9499
"TUBA3E",86,9500
"UGT2B4",86,9501
"USP2",86,9502
"WNT2",86,9503
"YBX2",86,9504
"ZBED1",86,9505
"ZBP1",86,9506
"A1CF",85,9507
"ABCC11",85,9508
"ABTB2",85,9509
"ADAM23",85,9510
"ADRA2C",85,9511
"AIFM3",85,9512
"AKR7A3",85,9513
"AMOT",85,9514
"ANGPTL6",85,9515
"APLP1",85,9516
"ASB9",85,9517
"B4GALT2",85,9518
"BMI1",85,9519
"BMP6",85,9520
"BSCL2",85,9521
"C19orf33",85,9522
"C1orf50",85,9523
"C6orf132",85,9524
"C6orf141",85,9525
"C8orf82",85,9526
"CAMK2B",85,9527
"CAPN9",85,9528
"CATSPERG",85,9529
"CBR3",85,9530
"CCDC85B",85,9531
"CD177",85,9532
"CD274",85,9533
"CDA",85,9534
"CDH15",85,9535
"CDH6",85,9536
"CEACAM7",85,9537
"CFP",85,9538
"CHGA",85,9539
"CIB2",85,9540
"CKMT1A",85,9541
"CNKSR2",85,9542
"COL25A1",85,9543
"CSRNP3",85,9544
"CYP3A4",85,9545
"DACH1",85,9546
"DSC1",85,9547
"DTHD1",85,9548
"DUSP19",85,9549
"EPDR1",85,9550
"EPYC",85,9551
"FAM171A2",85,9552
"FAM83D",85,9553
"FIZ1",85,9554
"FSCN2",85,9555
"GABRD",85,9556
"GAGE12E",85,9557
"GGT1",85,9558
"GJB5",85,9559
"HORMAD1",85,9560
"HOXA1",85,9561
"HSD17B7P2",85,9562
"IL12RB1",85,9563
"INHBB",85,9564
"IVL",85,9565
"KCNA5",85,9566
"KCP",85,9567
"KEL",85,9568
"KLHL13",85,9569
"KNG1",85,9570
"LIPC",85,9571
"LOC100130950",85,9572
"METTL24",85,9573
"MME",85,9574
"MRO",85,9575
"MSMO1",85,9576
"MTUS2",85,9577
"MYLK3",85,9578
"MYO3B",85,9579
"NANOG",85,9580
"NEFL",85,9581
"NFKBIE",85,9582
"NLGN4Y",85,9583
"NOVA1",85,9584
"NPHS1",85,9585
"NXF2B",85,9586
"NXF3",85,9587
"PAM",85,9588
"PAMR1",85,9589
"PCDHB3",85,9590
"PDE6B",85,9591
"PDIA2",85,9592
"PDZK1IP1",85,9593
"PEX11A",85,9594
"PFDN4",85,9595
"PHF5A",85,9596
"PHYHIP",85,9597
"PPBP",85,9598
"PRKAR1B",85,9599
"PRRT3",85,9600
"PSMG4",85,9601
"RBP7",85,9602
"RHOV",85,9603
"RNF43",85,9604
"ROPN1L",85,9605
"S100A7",85,9606
"SAMD13",85,9607
"SCEL",85,9608
"SCHIP1",85,9609
"SEZ6L2",85,9610
"SH2D1A",85,9611
"SHC4",85,9612
"SLAMF8",85,9613
"SLC22A31",85,9614
"SLC35F1",85,9615
"SLIT1",85,9616
"SNORA80B",85,9617
"SOX17",85,9618
"SP6",85,9619
"SPN",85,9620
"SPP1",85,9621
"SPRR1B",85,9622
"SRCIN1",85,9623
"STAC3",85,9624
"STEAP4",85,9625
"SYT9",85,9626
"TAF4B",85,9627
"TBX15",85,9628
"TBX21",85,9629
"TCTA",85,9630
"TMC8",85,9631
"TSPAN11",85,9632
"TSPAN7",85,9633
"UBE2T",85,9634
"WT1",85,9635
"XPNPEP2",85,9636
"A1BG",84,9637
"ABCB4",84,9638
"AK7",84,9639
"ALPK2",84,9640
"APLN",84,9641
"APLP2",84,9642
"AVPR1A",84,9643
"BACH2",84,9644
"CA2",84,9645
"CALCA",84,9646
"CCDC106",84,9647
"CD3G",84,9648
"CD80",84,9649
"CDSN",84,9650
"CHRNA5",84,9651
"CLCA2",84,9652
"CLDN1",84,9653
"CNTN1",84,9654
"CORO2B",84,9655
"CPZ",84,9656
"CSDE1",84,9657
"CTNNA2",84,9658
"CXCL10",84,9659
"CYB5RL",84,9660
"DDX28",84,9661
"DNAJC12",84,9662
"EFCAB10",84,9663
"EFHD1",84,9664
"ELMOD1",84,9665
"ENTPD3",84,9666
"ERC2",84,9667
"FAM156A",84,9668
"FBXO44",84,9669
"FHIT",84,9670
"FLNA",84,9671
"GABBR2",84,9672
"GCKR",84,9673
"GGT6",84,9674
"GPR158",84,9675
"HHEX",84,9676
"HHIPL1",84,9677
"HRC",84,9678
"HS3ST3A1",84,9679
"HSPB9",84,9680
"IL17RB",84,9681
"IL2RG",84,9682
"KANSL1-AS1",84,9683
"KAZALD1",84,9684
"KCNAB3",84,9685
"KCNJ10",84,9686
"KIRREL3",84,9687
"KLK12",84,9688
"KNDC1",84,9689
"LMO3",84,9690
"LOC100506071",84,9691
"LY9",84,9692
"MAGEA3",84,9693
"MAL",84,9694
"MAP9",84,9695
"MIR573",84,9696
"MMP14",84,9697
"MSX1",84,9698
"MTTP",84,9699
"MYCBP",84,9700
"MYO3A",84,9701
"NAB2",84,9702
"NCAM1",84,9703
"NDST3",84,9704
"NEB",84,9705
"PAX8",84,9706
"PCDHGA1",84,9707
"PCDHGA12",84,9708
"PCLO",84,9709
"PDPN",84,9710
"PDXP",84,9711
"PDZRN4",84,9712
"PET117",84,9713
"PLG",84,9714
"PLLP",84,9715
"POTEM",84,9716
"PPP1R3F",84,9717
"RAB37",84,9718
"RAD9B",84,9719
"RGS22",84,9720
"RNASE4",84,9721
"RUNX1T1",84,9722
"SALL4",84,9723
"SAMD11",84,9724
"SCPEP1",84,9725
"SELP",84,9726
"SERPINA5",84,9727
"SLC28A2",84,9728
"SLC5A1",84,9729
"SMAD9",84,9730
"SMOC1",84,9731
"SMPD3",84,9732
"SNORA46",84,9733
"SNORD42B",84,9734
"SRD5A1",84,9735
"SUSD2",84,9736
"TCF19",84,9737
"THAP7-AS1",84,9738
"THAP8",84,9739
"TLE6",84,9740
"TMEM163",84,9741
"TMEM231",84,9742
"TNFSF12-TNFSF13",84,9743
"WRAP53",84,9744
"XCL2",84,9745
"XKR9",84,9746
"XXYLT1",84,9747
"ZBTB7C",84,9748
"ZC3H12B",84,9749
"ZC4H2",84,9750
"ZIC2",84,9751
"ZYG11A",84,9752
"ACSM3",83,9753
"ADTRP",83,9754
"ANGPTL2",83,9755
"ANKRD37",83,9756
"AOX1",83,9757
"APOBEC3H",83,9758
"ASPHD2",83,9759
"ASTN1",83,9760
"ATP6V1C2",83,9761
"B3GALNT1",83,9762
"BCAN",83,9763
"C4orf46",83,9764
"CADPS",83,9765
"CD52",83,9766
"CD8B",83,9767
"CDC45",83,9768
"CDR1",83,9769
"CHMP4C",83,9770
"CITED1",83,9771
"CLEC4A",83,9772
"CST4",83,9773
"CYP4B1",83,9774
"DEFB1",83,9775
"DNASE1L2",83,9776
"DNASE1L3",83,9777
"DNLZ",83,9778
"DNMT3B",83,9779
"DOK5",83,9780
"DUOX2",83,9781
"ENDOG",83,9782
"ENTPD8",83,9783
"FAM124B",83,9784
"FAM189A2",83,9785
"FBLN2",83,9786
"FBXO2",83,9787
"FGF12",83,9788
"FGF5",83,9789
"FLRT3",83,9790
"FLT3",83,9791
"GALNT6",83,9792
"GATA3",83,9793
"GDF9",83,9794
"GJB3",83,9795
"GPC4",83,9796
"GPR35",83,9797
"GPR84",83,9798
"HHIP",83,9799
"HINT2",83,9800
"HLF",83,9801
"HOPX",83,9802
"IL4I1",83,9803
"IQSEC3",83,9804
"KCNA6",83,9805
"KCNIP4",83,9806
"KCNQ5",83,9807
"KIF9",83,9808
"KLKB1",83,9809
"KRT86",83,9810
"LGALS9C",83,9811
"LMTK3",83,9812
"LRRC4B",83,9813
"LYNX1",83,9814
"MAGEA6",83,9815
"MAOB",83,9816
"MAPT",83,9817
"MATK",83,9818
"MIR941-4",83,9819
"MRM1",83,9820
"MRPL34",83,9821
"MYBL2",83,9822
"NALCN",83,9823
"NBPF11",83,9824
"NFATC1",83,9825
"NKD2",83,9826
"NLRP12",83,9827
"NOXA1",83,9828
"ODF3L1",83,9829
"PAK4",83,9830
"PCDH9",83,9831
"PCDHA4",83,9832
"PCOLCE2",83,9833
"PEG10",83,9834
"PLEKHG4B",83,9835
"POU2F3",83,9836
"PRRX2",83,9837
"PSAT1",83,9838
