"gene","n","rank"
"ITGAX",106,6631
"ITPRIPL2",106,6632
"KCNC1",106,6633
"KCNN3",106,6634
"KCNQ4",106,6635
"KIR2DL3",106,6636
"KRT4",106,6637
"LCMT2",106,6638
"LGI3",106,6639
"LMO2",106,6640
"LOXHD1",106,6641
"LPAL2",106,6642
"METRNL",106,6643
"MLLT11",106,6644
"MMP23A",106,6645
"MON1A",106,6646
"MRGPRX3",106,6647
"MYCT1",106,6648
"N4BP2L1",106,6649
"NCF1B",106,6650
"NME1-NME2",106,6651
"NPPA",106,6652
"NR5A2",106,6653
"NRCAM",106,6654
"OCIAD2",106,6655
"P2RX5",106,6656
"P2RY13",106,6657
"PCDH17",106,6658
"PCDHB10",106,6659
"PDE4C",106,6660
"PDZD2",106,6661
"PEAR1",106,6662
"PIK3CG",106,6663
"PKN3",106,6664
"PLEKHG6",106,6665
"PLIN3",106,6666
"PROS1",106,6667
"PSMF1",106,6668
"RAMP2",106,6669
"RASGEF1B",106,6670
"RBM47",106,6671
"RCN3",106,6672
"RHBDL1",106,6673
"RHOU",106,6674
"RNASE2",106,6675
"RNF157",106,6676
"RPS6KA2",106,6677
"RRH",106,6678
"SCARNA23",106,6679
"SEC16B",106,6680
"SERPINB7",106,6681
"SIGLEC7",106,6682
"SLC4A3",106,6683
"SNAI1",106,6684
"SNN",106,6685
"SNORA36A",106,6686
"SNORA71C",106,6687
"SNORD115-12",106,6688
"SPRED3",106,6689
"SPTLC3",106,6690
"SYCP2",106,6691
"TAGLN3",106,6692
"TEX15",106,6693
"THPO",106,6694
"THRB",106,6695
"TMEM132D",106,6696
"TPSG1",106,6697
"TRIM6",106,6698
"TRPM2",106,6699
"TSPY26P",106,6700
"TYSND1",106,6701
"UNC5B",106,6702
"ZFY",106,6703
"ZMYND15",106,6704
"ZNF596",106,6705
"ABHD14B",105,6706
"ACOT11",105,6707
"ADAMTS7",105,6708
"AFAP1L1",105,6709
"AGTRAP",105,6710
"ALAS2",105,6711
"AMIGO2",105,6712
"ANK2",105,6713
"APLNR",105,6714
"ASPA",105,6715
"ASPG",105,6716
"BAIAP2L2",105,6717
"BCL2A1",105,6718
"BTD",105,6719
"BUB1",105,6720
"C17orf97",105,6721
"C6orf99",105,6722
"C8A",105,6723
"CALHM2",105,6724
"CALML3",105,6725
"CAPNS1",105,6726
"CCNE1",105,6727
"CD200R1",105,6728
"CDC42EP1",105,6729
"CDH2",105,6730
"CDON",105,6731
"CHAC2",105,6732
"CKLF-CMTM1",105,6733
"CLCNKB",105,6734
"CLDN23",105,6735
"CLIC5",105,6736
"CLVS1",105,6737
"COL4A2",105,6738
"COMMD4",105,6739
"CTHRC1",105,6740
"DLX3",105,6741
"DNAH2",105,6742
"DNAH3",105,6743
"F8A3",105,6744
"FAM131C",105,6745
"FAM167B",105,6746
"FAM174A",105,6747
"FAM184A",105,6748
"FANCF",105,6749
"FBXO39",105,6750
"FBXW9",105,6751
"FKBP1B",105,6752
"FOXF1",105,6753
"FOXO3B",105,6754
"FSCN1",105,6755
"GAD1",105,6756
"GAL3ST1",105,6757
"GBP4",105,6758
"GBP5",105,6759
"GIMAP5",105,6760
"GOLGA6A",105,6761
"GPR4",105,6762
"GPRIN2",105,6763
"GUCY1B2",105,6764
"HCN4",105,6765
"HJURP",105,6766
"HMGB3",105,6767
"HPGDS",105,6768
"HSH2D",105,6769
"HTRA4",105,6770
"IGSF1",105,6771
"IKZF2",105,6772
"IL23R",105,6773
"IL9R",105,6774
"INSL3",105,6775
"IQCD",105,6776
"IRX1",105,6777
"ITGB3",105,6778
"KCND3",105,6779
"KCNIP2",105,6780
"KCNJ11",105,6781
"KIAA1257",105,6782
"KRBA1",105,6783
"KRT12",105,6784
"LOXL2",105,6785
"LPCAT1",105,6786
"LRRC2",105,6787
"LRRC29",105,6788
"LRRIQ1",105,6789
"LYVE1",105,6790
"MAGI2-AS3",105,6791
"MB21D2",105,6792
"MEP1A",105,6793
"MMP28",105,6794
"MRAS",105,6795
"MTNR1A",105,6796
"MYH1",105,6797
"NCCRP1",105,6798
"NEK11",105,6799
"NLRC3",105,6800
"NR2F1",105,6801
"OGN",105,6802
"OR2A20P",105,6803
"OR4F21",105,6804
"OSBPL3",105,6805
"PACRG",105,6806
"PAPPA",105,6807
"PCBD1",105,6808
"PCDH10",105,6809
"PCDHGB4",105,6810
"PCP2",105,6811
"PDE3A",105,6812
"PGA5",105,6813
"PHACTR1",105,6814
"PIH1D2",105,6815
"POTEH",105,6816
"PPARG",105,6817
"PPIAL4G",105,6818
"PRKAA2",105,6819
"PTGDR2",105,6820
"PTK6",105,6821
"PWWP2B",105,6822
"RAB40A",105,6823
"RAP2B",105,6824
"RORB",105,6825
"SERINC5",105,6826
"SHBG",105,6827
"SIVA1",105,6828
"SLC10A5",105,6829
"SLC17A7",105,6830
"SLC22A17",105,6831
"SLC24A4",105,6832
"SLC28A3",105,6833
"SLC39A4",105,6834
"SNHG9",105,6835
"SNORA71A",105,6836
"SNORD111",105,6837
"SNORD67",105,6838
"SNTB1",105,6839
"TAC1",105,6840
"TBC1D8B",105,6841
"TGFB3",105,6842
"TMEM86A",105,6843
"TPTEP1",105,6844
"TRIB1",105,6845
"TROAP",105,6846
"TSHZ3",105,6847
"VMA21",105,6848
"VPS13A",105,6849
"VSIG8",105,6850
"VWA3B",105,6851
"WDR93",105,6852
"ZDHHC11",105,6853
"ZNF224",105,6854
"ZNF497",105,6855
"ZNF517",105,6856
"ZNF613",105,6857
"ZNF787",105,6858
"ZSCAN18",105,6859
"ABCD2",104,6860
"ACRV1",104,6861
"ACTC1",104,6862
"ADAL",104,6863
"ADAMTSL2",104,6864
"ALOX15B",104,6865
"AMOTL2",104,6866
"APOBEC3G",104,6867
"AQP6",104,6868
"ATOH8",104,6869
"ATP6V1G2-DDX39B",104,6870
"BDH1",104,6871
"BLCAP",104,6872
"C18orf54",104,6873
"C4orf36",104,6874
"C8B",104,6875
"CCDC121",104,6876
"CCDC85C",104,6877
"CCL4",104,6878
"CCNB2",104,6879
"CCNI2",104,6880
"CCR1",104,6881
"CCR5",104,6882
"CCR8",104,6883
"CD180",104,6884
"CD37",104,6885
"CDH11",104,6886
"CDRT1",104,6887
"CDS1",104,6888
"CFH",104,6889
"CNRIP1",104,6890
"COL4A4",104,6891
"COL7A1",104,6892
"CPNE4",104,6893
"CXCL6",104,6894
"CYFIP2",104,6895
"DAGLA",104,6896
"DDIT4",104,6897
"DDO",104,6898
"DGKB",104,6899
"DISP1",104,6900
"DLEC1",104,6901
"DOK7",104,6902
"DUOXA1",104,6903
"EGR2",104,6904
"EIF5",104,6905
"EML1",104,6906
"EPHX2",104,6907
"EPS8L3",104,6908
"FAM149A",104,6909
"FAM71F2",104,6910
"FOXA1",104,6911
"GAS7",104,6912
"GDF11",104,6913
"GFRA2",104,6914
"GNAI1",104,6915
"GPC5",104,6916
"GPR156",104,6917
"GPR27",104,6918
"GRIA2",104,6919
"GTF2I",104,6920
"HCST",104,6921
"HEATR4",104,6922
"HGD",104,6923
"HHLA2",104,6924
"HOXA4",104,6925
"HOXC6",104,6926
"HRG",104,6927
"HS3ST1",104,6928
"IL16",104,6929
"IL34",104,6930
"ITGAL",104,6931
"ITGBL1",104,6932
"JMJD7",104,6933
"JPX",104,6934
"JUP",104,6935
"KBTBD8",104,6936
"KCNT2",104,6937
"KIF3C",104,6938
"KLHL6",104,6939
"LRRC8C",104,6940
"LRRN4",104,6941
"MAP3K12",104,6942
"MAP3K9",104,6943
"MARC1",104,6944
"METRN",104,6945
"MIR635",104,6946
"MOB3B",104,6947
"MPEG1",104,6948
"MSI1",104,6949
"MSX2",104,6950
"MT1E",104,6951
"NACA2",104,6952
"NANP",104,6953
"NAV3",104,6954
"NDC80",104,6955
"NEBL",104,6956
"NME5",104,6957
"NQO1",104,6958
"NRARP",104,6959
"NTF3",104,6960
"NTM",104,6961
"PADI2",104,6962
"PCDH12",104,6963
"PGR",104,6964
"PKD1L2",104,6965
"PKMYT1",104,6966
"PLA2G12B",104,6967
"PLEKHA6",104,6968
"PLEKHH1",104,6969
"PLEKHN1",104,6970
"PRAM1",104,6971
"RAB32",104,6972
"RAB3C",104,6973
"RAB9B",104,6974
"RDH5",104,6975
"RILP",104,6976
"RIMKLA",104,6977
"RNFT2",104,6978
"RP1L1",104,6979
"RYR1",104,6980
"SAMD5",104,6981
"SCARF2",104,6982
"SCG2",104,6983
"SCN4A",104,6984
"SEC14L4",104,6985
"SERPINA4",104,6986
"SERPINF1",104,6987
"SIDT1",104,6988
"SLC13A5",104,6989
"SLC16A1",104,6990
"SLC2A13",104,6991
"SLC37A1",104,6992
"SLITRK5",104,6993
"SNCAIP",104,6994
"SNX15",104,6995
"SPEF2",104,6996
"SPNS2",104,6997
"SYCP2L",104,6998
"TMEM204",104,6999
"TMEM220",104,7000
"TMEM61",104,7001
"TMEM74B",104,7002
"TMIE",104,7003
"TNFSF9",104,7004
"TSPO",104,7005
"TSSC4",104,7006
"TTC25",104,7007
"UCK2",104,7008
"ULBP3",104,7009
"UNC5D",104,7010
"UTY",104,7011
"VIP",104,7012
"WDFY4",104,7013
"WDR54",104,7014
"XCR1",104,7015
"XYLB",104,7016
"ZDHHC15",104,7017
"ZFHX4",104,7018
"ZNF614",104,7019
"ZNF683",104,7020
"A2M",103,7021
"ABCB9",103,7022
"ABCC6",103,7023
"ABHD4",103,7024
"AFG3L1P",103,7025
"AMPD3",103,7026
"ANGPT2",103,7027
"ANKAR",103,7028
"ARSI",103,7029
"ASMT",103,7030
"ATP6V0D2",103,7031
"ATP8A1",103,7032
"AURKB",103,7033
"BEND6",103,7034
"BHLHE22",103,7035
"BPHL",103,7036
"BTC",103,7037
"BTNL8",103,7038
"BVES",103,7039
"C16orf46",103,7040
"C1orf115",103,7041
"C3AR1",103,7042
"CABP7",103,7043
"CAMK1G",103,7044
"CAPN12",103,7045
"CDH26",103,7046
"CDH4",103,7047
"CELF5",103,7048
"CH25H",103,7049
"CHKB-CPT1B",103,7050
"CHRDL1",103,7051
"CHRDL2",103,7052
"CLCNKA",103,7053
"CLEC9A",103,7054
"CLU",103,7055
"CNN2",103,7056
"COL4A1",103,7057
"COMTD1",103,7058
"CPNE1",103,7059
"CSF1",103,7060
"DACH2",103,7061
"DBP",103,7062
"DDN",103,7063
"DIAPH1",103,7064
"DLL3",103,7065
"DOHH",103,7066
"DTX4",103,7067
"EBF1",103,7068
"EEPD1",103,7069
"EID2",103,7070
"F2R",103,7071
"FABP5",103,7072
"FAM155B",103,7073
"FASLG",103,7074
"FCRL6",103,7075
"FGFR4",103,7076
"FOXA2",103,7077
"FOXC1",103,7078
"FOXD4L1",103,7079
"FRMPD1",103,7080
"GALK1",103,7081
"GALNT4",103,7082
"GAMT",103,7083
"GMNN",103,7084
"GPR171",103,7085
"GRIK1",103,7086
"GRIK5",103,7087
"HEMK1",103,7088
"HMGCLL1",103,7089
"IGF2BP3",103,7090
"IKBKE",103,7091
"IL1RAPL1",103,7092
"IL1RL1",103,7093
"INF2",103,7094
"IRF5",103,7095
"ITPRIPL1",103,7096
"KANK4",103,7097
"KCNJ2",103,7098
"KCTD16",103,7099
"KIF26A",103,7100
"KIF26B",103,7101
"KIF2C",103,7102
"KIF6",103,7103
"KLHL17",103,7104
"LETM2",103,7105
"LIFR",103,7106
"LOC100131496",103,7107
"LOC100507156",103,7108
"LOC554206",103,7109
"MAGI2",103,7110
"MCOLN3",103,7111
"MIR454",103,7112
"MIR497HG",103,7113
"NID2",103,7114
"NMU",103,7115
"NPR1",103,7116
"NR1H4",103,7117
"OR51E2",103,7118
"P2RX6",103,7119
"PAOX",103,7120
"PCDHB16",103,7121
"PCDHGA6",103,7122
"PDE6G",103,7123
"PIWIL1",103,7124
"PLEKHJ1",103,7125
"PLSCR3",103,7126
"PLXDC1",103,7127
"POU5F2",103,7128
"PPP1R3D",103,7129
"PRR5L",103,7130
"PRSS3",103,7131
"PSTPIP2",103,7132
"PTCHD1",103,7133
"RASGRF2",103,7134
"RASGRP1",103,7135
"RASSF4",103,7136
"REC8",103,7137
"RGL3",103,7138
"RGMB",103,7139
"RIMBP3",103,7140
"RPL39L",103,7141
"RSPH4A",103,7142
"SAMD12",103,7143
"SHANK1",103,7144
"SHISA6",103,7145
"SIRT4",103,7146
"SIX2",103,7147
"SLC1A5",103,7148
"SLC9A3R1",103,7149
"SLCO2A1",103,7150
"SMPX",103,7151
"SNORD114-1",103,7152
"SNORD114-28",103,7153
"SNORD30",103,7154
"SOWAHC",103,7155
"SPATA17",103,7156
"ST8SIA2",103,7157
"STARD10",103,7158
"STEAP3",103,7159
"SYCE2",103,7160
"TAS2R14",103,7161
"TBX3",103,7162
"TCN1",103,7163
"TEKT4P2",103,7164
"TEX9",103,7165
"THNSL2",103,7166
"TIGD4",103,7167
"TMEM64",103,7168
"TNFRSF10A",103,7169
"TSPAN6",103,7170
"TUBA4B",103,7171
"TYRO3",103,7172
"UBXN8",103,7173
"UNC5C",103,7174
"VSTM2L",103,7175
"VWA7",103,7176
"ABHD11",102,7177
"ADH4",102,7178
"AKR1E2",102,7179
"AOC2",102,7180
"ARHGDIG",102,7181
"B3GALT5",102,7182
"B3GNT8",102,7183
"BACE1",102,7184
"BAIAP2",102,7185
"BBC3",102,7186
"BTBD11",102,7187
"C1GALT1C1",102,7188
"C1QTNF1",102,7189
"C1RL",102,7190
"C3orf70",102,7191
"C6orf52",102,7192
"C8orf37",102,7193
"CACNA1D",102,7194
"CACNA1E",102,7195
"CACNA2D1",102,7196
"CALCRL",102,7197
"CAP2",102,7198
"CAPN8",102,7199
"CAPS",102,7200
"CARNS1",102,7201
"CD72",102,7202
"CDHR5",102,7203
"CHODL",102,7204
"CISH",102,7205
"CNIH3",102,7206
"CNTNAP3B",102,7207
"CT45A5",102,7208
"CTAGE9",102,7209
"DDAH1",102,7210
"DNAJC30",102,7211
"DPEP2",102,7212
"EMILIN1",102,7213
"ENPP2",102,7214
"EPHA5",102,7215
"ESR2",102,7216
"ESRG",102,7217
"ETV1",102,7218
"FAM111B",102,7219
"FAM216A",102,7220
"FCGR1B",102,7221
"FGFBP1",102,7222
"FMO5",102,7223
"FOXP2",102,7224
"GSPT2",102,7225
"GSTM5",102,7226
"GUCY1A2",102,7227
"GYPE",102,7228
"HAGHL",102,7229
"HCG27",102,7230
"HDAC11",102,7231
"HEYL",102,7232
"HLA-L",102,7233
"HOXD3",102,7234
"IL1R1",102,7235
"IL24",102,7236
"ILDR2",102,7237
"INHBE",102,7238
"INPP4B",102,7239
"ITGB4",102,7240
"KCNK2",102,7241
"KIF20A",102,7242
"KIF5A",102,7243
"KLHL26",102,7244
"KREMEN2",102,7245
"KYNU",102,7246
"LIME1",102,7247
"LONRF2",102,7248
"MMACHC",102,7249
"MMP15",102,7250
"MST1R",102,7251
"MUCL1",102,7252
"MYC",102,7253
"MYH8",102,7254
"MYLK4",102,7255
"NEK10",102,7256
"NIPAL1",102,7257
"NOMO2",102,7258
"NPTXR",102,7259
"NXF5",102,7260
"OTX1",102,7261
"P2RY1",102,7262
"PAX5",102,7263
"PCDH15",102,7264
"PCSK4",102,7265
"PDGFB",102,7266
"PLEKHF1",102,7267
"PRF1",102,7268
"PRSS27",102,7269
"PRTFDC1",102,7270
"PTK7",102,7271
"RCCD1",102,7272
"RNF150",102,7273
"S100A9",102,7274
"S1PR5",102,7275
"SASH3",102,7276
"SCGN",102,7277
"SERPINE1",102,7278
"SH3RF2",102,7279
"SIGLEC10",102,7280
"SLC12A2",102,7281
"SLC7A1",102,7282
"SMOC2",102,7283
"SNHG5",102,7284
"SNORA16B",102,7285
"SNX10",102,7286
"SOX30",102,7287
"SPTB",102,7288
"SULT1A2",102,7289
"SULT1B1",102,7290
"SV2A",102,7291
"SYCE1",102,7292
"TFAP2E",102,7293
"TK1",102,7294
"TMCC2",102,7295
"TMEM200B",102,7296
"TMEM203",102,7297
"TMEM88",102,7298
"TMEM8B",102,7299
"TNFRSF13B",102,7300
"TNFRSF13C",102,7301
"TRIM9",102,7302
"TSPAN5",102,7303
"VWF",102,7304
"WDR62",102,7305
"XK",102,7306
"YY2",102,7307
"ZMAT1",102,7308
"ZNF853",102,7309
"ACTN2",101,7310
"ADAM8",101,7311
"ANGPTL3",101,7312
"ANKLE1",101,7313
"ANKRD29",101,7314
"ANKRD33B",101,7315
"APOBEC1",101,7316
"ARHGAP40",101,7317
"ATP6V0E2",101,7318
"B3GNT3",101,7319
"B3GNTL1",101,7320
"BEST1",101,7321
"BHLHA15",101,7322
"BLNK",101,7323
"BRI3BP",101,7324
"C12orf60",101,7325
"C1orf220",101,7326
"C21orf62",101,7327
"C2orf88",101,7328
"C5orf58",101,7329
"C9orf24",101,7330
"CA14",101,7331
"CA4",101,7332
"CACNA1F",101,7333
"CCDC96",101,7334
"CCL23",101,7335
"CD70",101,7336
"CDK18",101,7337
"CDK3",101,7338
"COL16A1",101,7339
"CRIP1",101,7340
"CTAGE11P",101,7341
"CTNND2",101,7342
"CYP2D6",101,7343
"DAB1",101,7344
"DGKE",101,7345
"DHH",101,7346
"DNAH5",101,7347
"DUOX1",101,7348
"DUSP9",101,7349
"ECSCR",101,7350
"EIF1AY",101,7351
"EREG",101,7352
"FAM162B",101,7353
"FANK1",101,7354
"FGD5",101,7355
"FKBP7",101,7356
"FOXA3",101,7357
"FOXE1",101,7358
"FOXG1",101,7359
"FRS2",101,7360
"G0S2",101,7361
"GAPT",101,7362
"GDPD1",101,7363
"GDPD2",101,7364
"GINS3",101,7365
"GLCE",101,7366
"GLI2",101,7367
"GLP2R",101,7368
"GPR153",101,7369
"GPR3",101,7370
"GSC",101,7371
"GYG2",101,7372
"HBG2",101,7373
"HEPACAM2",101,7374
"HHAT",101,7375
"HIF3A",101,7376
"HK2",101,7377
"HLX",101,7378
"HNRNPF",101,7379
"HOXB4",101,7380
"HOXC4",101,7381
"HOXC9",101,7382
"ICAM3",101,7383
"IGSF6",101,7384
"IGSF9B",101,7385
"IL23A",101,7386
"JDP2",101,7387
"KCTD17",101,7388
"KCTD6",101,7389
"KLRC3",101,7390
"LEPR",101,7391
"LFNG",101,7392
"LMX1B",101,7393
"LNP1",101,7394
"LRAT",101,7395
"LRRN4CL",101,7396
"MOK",101,7397
"MUC6",101,7398
"NAT8B",101,7399
"NLRC4",101,7400
"NTRK1",101,7401
"OLFM2",101,7402
"OPN1SW",101,7403
"PAEP",101,7404
"PAM16",101,7405
"PDK4",101,7406
"PECR",101,7407
"PIGA",101,7408
"PLEK2",101,7409
"PMFBP1",101,7410
"PNPLA4",101,7411
"POPDC2",101,7412
"POSTN",101,7413
"PPP4R4",101,7414
"PSG7",101,7415
"PTRH1",101,7416
"PURG",101,7417
"RAB17",101,7418
"RAB20",101,7419
"RAB33A",101,7420
"RAB40B",101,7421
"RALGPS2",101,7422
"RASSF10",101,7423
"REN",101,7424
"RHEBL1",101,7425
"RPL32P3",101,7426
"RXRG",101,7427
"SAMD10",101,7428
"SCARNA20",101,7429
"SCN1B",101,7430
"SERPINB4",101,7431
"SERPINB5",101,7432
"SGCD",101,7433
"SH3BGRL2",101,7434
"SIGLEC6",101,7435
"SLC25A27",101,7436
"SMC2",101,7437
"SNORA28",101,7438
"SNORA38B",101,7439
"SNORA65",101,7440
"SNX21",101,7441
"SORCS1",101,7442
"SPOCD1",101,7443
"SYT2",101,7444
"TEX29",101,7445
"TMEM101",101,7446
"TMTC1",101,7447
"TNC",101,7448
"TNNI1",101,7449
"TSHZ2",101,7450
"TTLL6",101,7451
"USP43",101,7452
"UST",101,7453
"WNT9A",101,7454
"XG",101,7455
"ZCCHC18",101,7456
"ZNF385A",101,7457
"ZNF546",101,7458
"ZNF695",101,7459
"ZNF704",101,7460
"ZNF750",101,7461
"ADAM28",100,7462
"ADAMTS12",100,7463
"ADAP1",100,7464
"ADCK5",100,7465
"AKAP3",100,7466
"AKNAD1",100,7467
"ANKRD23",100,7468
"ANKRD44",100,7469
"ANKRD53",100,7470
"AQP11",100,7471
"BAALC",100,7472
"BATF2",100,7473
"C10orf99",100,7474
"CASQ1",100,7475
"CCDC153",100,7476
"CCL14",100,7477
"CCL17",100,7478
"CD300LG",100,7479
"CD84",100,7480
"CDH20",100,7481
"CDK1",100,7482
"CDK5R1",100,7483
"CELF3",100,7484
"CELF4",100,7485
"CES3",100,7486
"CHCHD4",100,7487
"CHST2",100,7488
"CLDN5",100,7489
"CMTM3",100,7490
"COL10A1",100,7491
"COL17A1",100,7492
"CRB1",100,7493
"CYP17A1",100,7494
"CYP4A22",100,7495
"DES",100,7496
"DKK3",100,7497
"EN1",100,7498
"ENKUR",100,7499
"ERBB4",100,7500
"FAM83B",100,7501
"FCGR3A",100,7502
"FN3K",100,7503
"FOXQ1",100,7504
"FRMD5",100,7505
"FTX",100,7506
"GABRA2",100,7507
"GAGE2E",100,7508
"GLI3",100,7509
"GLIPR1",100,7510
"GPR157",100,7511
"GSTT2B",100,7512
"HOXD8",100,7513
"HTR3A",100,7514
"IL15RA",100,7515
"IL27RA",100,7516
"ITGAM",100,7517
"KCNJ14",100,7518
"KCNQ3",100,7519
"KDM5D",100,7520
"KIAA0319",100,7521
"LAMA2",100,7522
"LRFN1",100,7523
"LRRC3",100,7524
"LRRC56",100,7525
"MANEAL",100,7526
"MANSC1",100,7527
"MBLAC2",100,7528
"MBNL1",100,7529
"MFAP5",100,7530
"MID1IP1",100,7531
"MIR648",100,7532
"MRC2",100,7533
"MRGPRF",100,7534
"MX2",100,7535
"MYOT",100,7536
"NECAB2",100,7537
"NPNT",100,7538
"NR0B2",100,7539
"NSUN7",100,7540
"OASL",100,7541
"OIP5",100,7542
"OSBPL6",100,7543
"OSCAR",100,7544
"OXCT2",100,7545
"PACSIN3",100,7546
"PATL2",100,7547
"PAX9",100,7548
"PCDHB4",100,7549
"PCDHB6",100,7550
"PEX5L",100,7551
"PGBD5",100,7552
"PLA2G10",100,7553
"PLEKHA8P1",100,7554
"PLXNB3",100,7555
"PNPLA3",100,7556
"PRR22",100,7557
"PSG3",100,7558
"PTGIS",100,7559
"PYCR1",100,7560
"RAB3A",100,7561
"RFC3",100,7562
"RFX2",100,7563
"RFX4",100,7564
"RNF186",100,7565
"RPP25",100,7566
"RPS10-NUDT3",100,7567
"RTN4RL1",100,7568
"RUNDC3A",100,7569
"SAPCD2",100,7570
"SATL1",100,7571
"SCGB2A1",100,7572
"SEMA3G",100,7573
"SLC10A6",100,7574
"SLC13A3",100,7575
"SLC22A23",100,7576
"SLC2A8",100,7577
"SLC39A8",100,7578
"SLC4A1",100,7579
"SLC4A8",100,7580
"SLC6A17",100,7581
"SLCO1B3",100,7582
"SNORD114-14",100,7583
"SNORD1B",100,7584
"SOX9",100,7585
"SPARC",100,7586
"SPINT2",100,7587
"SPR",100,7588
"SPSB1",100,7589
"SPTBN2",100,7590
"SUSD3",100,7591
"TCF4",100,7592
"TEC",100,7593
"TM4SF5",100,7594
"TMC6",100,7595
"TMEM189",100,7596
"TMEM200A",100,7597
"TMEM205",100,7598
"TMPRSS11E",100,7599
"TMPRSS13",100,7600
"TNFRSF12A",100,7601
"TPTE2",100,7602
"TSHR",100,7603
"TSPAN10",100,7604
"TST",100,7605
"UGT8",100,7606
"UNC5A",100,7607
"VGLL3",100,7608
"VPREB3",100,7609
"ZC3HAV1L",100,7610
"ZNRF3",100,7611
"ABCA9",99,7612
"ACOT13",99,7613
"ACY1",99,7614
"ACYP2",99,7615
"ADAMTS8",99,7616
"ADD1",99,7617
"ADRA1A",99,7618
"APBB1",99,7619
"ARID3B",99,7620
"ATG9B",99,7621
"BAG2",99,7622
"C16orf54",99,7623
"C17orf58",99,7624
"C1orf122",99,7625
"C3orf18",99,7626
"CBLN1",99,7627
"CCDC51",99,7628
"CCND2",99,7629
"CCNF",99,7630
"CD300C",99,7631
"CD300E",99,7632
"CDH19",99,7633
"CDKL1",99,7634
"CEP72",99,7635
"CLDND2",99,7636
"CLEC11A",99,7637
"CLEC18C",99,7638
"CNKSR3",99,7639
"COL8A1",99,7640
"CORO1A",99,7641
"CRYZ",99,7642
"CXCR3",99,7643
"DGKG",99,7644
"DOK6",99,7645
"E2F2",99,7646
"ELAVL2",99,7647
"ELL3",99,7648
"ELOVL4",99,7649
"EPS8L1",99,7650
"FAM186A",99,7651
"FAT4",99,7652
"FBLN1",99,7653
"FBXL14",99,7654
"FBXO16",99,7655
"FBXO17",99,7656
"FBXO41",99,7657
"FEZ1",99,7658
"FHL2",99,7659
"FPR3",99,7660
"GABRQ",99,7661
"GALNT5",99,7662
"GP2",99,7663
"GREB1L",99,7664
"GSTM2",99,7665
"HEMGN",99,7666
"HFE",99,7667
"HNF1A",99,7668
"HRH2",99,7669
"HSD17B1",99,7670
"IGFLR1",99,7671
"ISLR2",99,7672
"KCNK12",99,7673
"KISS1R",99,7674
"KLC3",99,7675
"KLRC1",99,7676
"KRT20",99,7677
"LIN7B",99,7678
"LPAR2",99,7679
"LPL",99,7680
"LRFN5",99,7681
"LRP3",99,7682
"LRRC43",99,7683
"LRRTM4",99,7684
"LY6K",99,7685
"MAOA",99,7686
"MCF2",99,7687
"MEGF11",99,7688
"MESP1",99,7689
"MMP2",99,7690
"MYL5",99,7691
"MYOM3",99,7692
"NBEA",99,7693
"NETO2",99,7694
"NLE1",99,7695
"NNAT",99,7696
"NOP16",99,7697
"NOX5",99,7698
"NRIP2",99,7699
"NTNG1",99,7700
"ODF3B",99,7701
"P2RY12",99,7702
"PARD6A",99,7703
"PARP15",99,7704
"PCBP4",99,7705
"PDE1A",99,7706
"PDK3",99,7707
"PENK",99,7708
"PHYHIPL",99,7709
"PIK3CD",99,7710
"PLB1",99,7711
"PLS1",99,7712
"PMF1-BGLAP",99,7713
"PRADC1",99,7714
"PSG8",99,7715
"RBM24",99,7716
"RDH10",99,7717
"REM1",99,7718
"RNF208",99,7719
"SEC14L6",99,7720
"SLC19A1",99,7721
"SLC23A1",99,7722
"SLC29A3",99,7723
"SLC31A2",99,7724
"SLIT3",99,7725
"SMO",99,7726
"SNED1",99,7727
"SNHG8",99,7728
"SNORA55",99,7729
"SOX11",99,7730
"SPIB",99,7731
"STC2",99,7732
"SUV39H1",99,7733
"SYBU",99,7734
"TMEM59L",99,7735
"TNF",99,7736
"TNFSF15",99,7737
"TNFSF18",99,7738
"TOX2",99,7739
"TRIP6",99,7740
"TYRP1",99,7741
"VAMP8",99,7742
"XIRP2",99,7743
"XKRX",99,7744
"YJEFN3",99,7745
"ZBTB32",99,7746
"ZNF185",99,7747
"ACOT4",98,7748
"ACSL5",98,7749
"ADCY5",98,7750
"AKR1B15",98,7751
"ANKRD20A11P",98,7752
"APOD",98,7753
"AQP9",98,7754
"B3GNT5",98,7755
"B4GALNT3",98,7756
"BASP1",98,7757
"BCAM",98,7758
"BEND5",98,7759
"C18orf32",98,7760
"C1orf116",98,7761
"C1QTNF4",98,7762
"C7orf61",98,7763
"CCDC74A",98,7764
"CD160",98,7765
"CD53",98,7766
"CD9",98,7767
"CHST5",98,7768
"CLEC17A",98,7769
"COL24A1",98,7770
"COL28A1",98,7771
"COX19",98,7772
"CPT1C",98,7773
"CSMD2",98,7774
"DENND2C",98,7775
"DTX3",98,7776
"EFS",98,7777
"EME1",98,7778
"ENTPD2",98,7779
"EPHX4",98,7780
"ESYT3",98,7781
"FAM156B",98,7782
"FAM3D",98,7783
"FAM47E",98,7784
"FAM72D",98,7785
"FCRL3",98,7786
"FITM2",98,7787
"FSTL3",98,7788
"FZD3",98,7789
"GABRE",98,7790
"GNA14",98,7791
"GRHL3",98,7792
"GRID1",98,7793
"GRTP1",98,7794
"HBA1",98,7795
"HMOX1",98,7796
"IQGAP2",98,7797
"ISG15",98,7798
"ISLR",98,7799
