"term","estimate","std.error","statistic","p.value","gene"
"PCDHB1",5763382.82141509,2174723.3354594,2.65016828919878,0.00831587498159614,"PCDHB1"
"PCDHB13",5699713.84216996,2776479.19113954,2.05285667559087,0.0406383762899688,"PCDHB13"
"PCDHB19P",2625946.05496451,2553794.97484798,1.02825249514043,0.304358825275312,"PCDHB19P"
"PCDHB9",4809225.31677471,2642627.19086176,1.81986522102137,0.0694141423889359,"PCDHB9"
"PCDHGA1",2316029.93239962,2534949.97710844,0.913639303857769,0.36137385224122,"PCDHGA1"
"PCDHGA10",1674231.23485561,3447456.63862125,0.485642434512299,0.627446536858136,"PCDHGA10"
"PCDHGA11",4045393.50194706,2854784.18899399,1.41705755466323,0.157127208236653,"PCDHGA11"
"PCDHGC3",9008200.14710097,1281199.40066364,7.03106803081151,7.24348305881063e-12,"PCDHGC3"
"PCDHGC5",4223463.71475565,2020702.68106954,2.09009655617431,0.0371448267202515,"PCDHGC5"
"PCGEM1",11945053.38751,27321690.7852784,0.437200372458146,0.662166423236936,"PCGEM1"
"PCGF1",3787062.45302158,7494329.11678662,0.505323744661667,0.613567843205277,"PCGF1"
"PCGF6",-9741871.43638312,5850685.79349985,-1.66508197162227,0.0965613913241187,"PCGF6"
"PCIF1",12149099.9156518,9431809.00695808,1.2880985934606,0.198344092999851,"PCIF1"
"PCLO",-564577.052810438,2050231.21541686,-0.275372381692884,0.783150923542445,"PCLO"
"PCNAP1",8947223.68586605,10639064.084242,0.84097845590743,0.400786741948629,"PCNAP1"
"PCNT",7423428.33472076,7065180.73505161,1.05070607718382,0.29393239209936,"PCNT"
"PCNXL3",5204051.00735854,7658405.7678746,0.679521451995719,0.497141327766945,"PCNXL3"
"PCP4",1937261.60321266,1056755.35726389,1.83321673261117,0.0674012961453963,"PCP4"
"PCP4L1",3307070.83389136,1266564.63752197,2.61105571395206,0.00931418687735414,"PCP4L1"
"PCSK1N",2064557.04869143,1309341.1488792,1.57679077791048,0.115515054133569,"PCSK1N"
"PCSK2",3775817.28533366,1603642.70908899,2.35452527170386,0.018955944819189,"PCSK2"
"PCYOX1",-23710.0892123571,6718027.23903435,-0.00352932317311728,0.997185507675852,"PCYOX1"
"PCYT1B",5485085.85874549,1829107.70548446,2.9987768584096,0.00285411829029087,"PCYT1B"
"PDCD10",-11096803.4767073,7676380.15495172,-1.44557763590554,0.148960727371116,"PDCD10"
"PDCD4",-2410426.76021118,8182987.75603613,-0.294565607584241,0.76845551979751,"PDCD4"
"PDE10A",1271218.63928057,2577018.97386256,0.493290368512579,0.622037348432202,"PDE10A"
"PDE12",-13915616.8253104,8361264.498934,-1.66429573267112,0.0967184267190537,"PDE12"
"PDE4B",1469841.22184666,3320733.30324653,0.44262549491995,0.658239838094745,"PDE4B"
"PDE4D",247633.591756754,3489538.41064899,0.0709645696981162,0.943456074894039,"PDE4D"
"PDE5A",-1137741.82292851,3827659.39593847,-0.297242179943117,0.766412669239428,"PDE5A"
"PDE6A",-2940071.9023539,3253202.57398263,-0.903746949503551,0.366591587345367,"PDE6A"
"PDE6H",6204727.45014215,4717289.68295942,1.31531618093243,0.18904360865854,"PDE6H"
"PDE8A",-4700232.52081141,8076856.19318278,-0.581938369136572,0.560886622076326,"PDE8A"
"PDE8B",1780692.80189172,2918365.42637903,0.610167865133024,0.542044890529007,"PDE8B"
"PDGFRL",1797477.50110206,2114313.85761184,0.850146961214335,0.395675330193551,"PDGFRL"
"PDHB",-17073311.6978921,9209799.42943834,-1.85382014328333,0.0643899023470285,"PDHB"
"PDIA3P",2807579.51549192,6646942.74764333,0.42238659517375,0.672935608937031,"PDIA3P"
"PDILT",850726.739253848,3916941.13203681,0.217191607066984,0.828153074868282,"PDILT"
"PDK1",-3564316.65647754,4882171.70326744,-0.730067861827163,0.46571165272228,"PDK1"
"PDK2",-490512.345669786,5926268.05960598,-0.0827691796483466,0.934070239354567,"PDK2"
"PDLIM1",-9711799.55930888,6590060.45044792,-1.47370416892743,0.141229263306444,"PDLIM1"
"PDLIM5",-4281541.13802469,5770445.73692118,-0.741977540942808,0.458470772353972,"PDLIM5"
"PDXDC2P",250297.821992363,4025272.59968352,0.0621815829347911,0.950444606767432,"PDXDC2P"
"PDYN",7634009.50095537,4872217.66088056,1.56684492202585,0.117822513140922,"PDYN"
"PDZD8",-13155839.9904142,6221188.69767278,-2.11468268039121,0.0349816900607368,"PDZD8"
"PDZK1",1499139.54220313,2661862.23219919,0.563192010491302,0.573572142725245,"PDZK1"
"PDZK1P1",1846847.85083273,2706414.28556108,0.682396579372861,0.495323678402933,"PDZK1P1"
"PEAR1",2891307.22194479,3333959.09003569,0.867229364207296,0.386257949032096,"PEAR1"
"`PEG3-AS1`",5751538.94614849,3785513.88305915,1.51935486801083,0.129344155368697,"PEG3-AS1"
"PELI2",2216032.54706981,3565257.25431229,0.62156315491384,0.534529873589176,"PELI2"
"PELP1",1096772.72317597,8078935.92811693,0.13575707654258,0.892071325549467,"PELP1"
"PENK",2384499.03137078,1297325.33528061,1.83801161244956,0.0666902923477923,"PENK"
"PER2",-3402904.55640136,5618036.48502892,-0.605710654508832,0.544998670489608,"PER2"
"PER4",12195240.6180538,32611079.7870129,0.373960037438271,0.708602328705861,"PER4"
"PEX2",-6224036.05213713,5891702.30240117,-1.05640708451961,0.291323811705884,"PEX2"
"PEX26",-1871880.83113258,8459065.05541958,-0.221286964796813,0.824964900233415,"PEX26"
"PEX5",-6970880.9939942,7640734.49904181,-0.912331268004194,0.362061084970237,"PEX5"
"PEX5L",7978063.24858372,1802673.04552228,4.42568510601558,1.19572530198839e-05,"PEX5L"
"PFDN1",-7171539.10869963,11317113.8520798,-0.633689755394806,0.526590912498799,"PFDN1"
"PFDN5",5026475.06239384,15250912.4748546,0.329585201585899,0.741859926289171,"PFDN5"
"PFKP",764550.351487264,4990784.30994209,0.153192425079202,0.878312139139381,"PFKP"
"PFN1",-3587861.75998632,11428936.3736068,-0.313927879436959,0.75371480553537,"PFN1"
"PFN1P2",976729.277406435,2165621.53277171,0.451015684239317,0.652185811919541,"PFN1P2"
"PFN3",662135.13042607,3919197.5936268,0.168946605678367,0.865911169605952,"PFN3"
"PFN4",1421581.11831672,2350391.80075927,0.604827296392666,0.545585019801017,"PFN4"
"PGA3",1436956.30429474,2017408.03058893,0.71227846945531,0.476645029519427,"PGA3"
"PGA4",3449721.85061318,1972793.34208648,1.74864836423498,0.0810032699359903,"PGA4"
"PGA5",4353778.33798349,1646455.827101,2.64433352314675,0.00845843087162064,"PGA5"
"PGAM1",-5055621.40124914,9223098.904765,-0.548147802972948,0.583850112748005,"PGAM1"
"PGAP1",-355083.199333711,4120331.85607985,-0.0861783011020725,0.931361301707713,"PGAP1"
"PGCP1",13700416.754762,48527943.7537844,0.282320158139682,0.777822045438476,"PGCP1"
"PGK2",257532.32771441,3107831.95747621,0.0828655896580539,0.933993619880309,"PGK2"
"PGLYRP1",1757297.93746196,2384104.16204412,0.737089413054528,0.461434981629709,"PGLYRP1"
"PGLYRP2",4253802.90787293,2863686.77729379,1.4854288330698,0.13809924733923,"PGLYRP2"
"PGLYRP3",247076.226042678,1684773.00677755,0.146652531260136,0.883469036334392,"PGLYRP3"
"PGLYRP4",-219075.691618155,1910625.85745537,-0.114661743304326,0.908762101138574,"PGLYRP4"
"PGM1",19849.4998178149,5390989.15968301,0.00368197731990655,0.997063772714792,"PGM1"
"PGM2L1",-2245899.94581483,4231840.05218081,-0.530714752476866,0.595866602060476,"PGM2L1"
"PGM3",-22241938.0957829,4394676.91620751,-5.06110881866081,5.98764100378307e-07,"PGM3"
"PGM5",-369445.508060941,2404954.58558447,-0.153618496696542,0.877976346442025,"PGM5"
"PGM5P2",1468180.11948614,3238318.46810872,0.45337731107824,0.650485872315191,"PGM5P2"
"PGPEP1L",189927.045590463,2279224.258352,0.0833296876753101,0.933624798038666,"PGPEP1L"
"PGS1",4896757.1602158,7372490.86674064,0.664193045298494,0.506891776493931,"PGS1"
"PHF14",-2483216.81000143,9321989.35982924,-0.266382712332008,0.790061053570407,"PHF14"
"PHF15",6775391.92993869,4868747.29470921,1.39160887181419,0.164697728036353,"PHF15"
"PHF16",-6317605.89688525,5126511.64121563,-1.23234010552001,0.218436871116273,"PHF16"
"PHF20",2163029.29094991,11575760.5414558,0.186858503439454,0.851852034921507,"PHF20"
"PHF21B",3765064.01898896,2348970.63136064,1.60285699988,0.109636597995827,"PHF21B"
"PHF23",-1820871.53770943,10070983.1896079,-0.180803751076495,0.856599390074052,"PHF23"
"PHF2P1",5335051.61632302,4709101.78827974,1.13292340157123,0.257822797797028,"PHF2P1"
"PHF3",6246073.42425476,8097595.03542938,0.771349196511599,0.440886772239387,"PHF3"
"PHF5A",-14019549.7638675,4916158.45917392,-2.85172861702739,0.00453931722553202,"PHF5A"
"PHF7",-4449108.76459386,4460972.99677127,-0.997340438468022,0.319111390014003,"PHF7"
"PHF8",-4237916.32981147,8648114.30263963,-0.490039352106846,0.624334230320364,"PHF8"
"PHGDH",-612001.152985677,2930097.76898507,-0.208867144115011,0.834642252352853,"PHGDH"
"PHIP",6260267.14088719,9324269.1562085,0.671394941095071,0.502298108349543,"PHIP"
"PHKA2",2867287.48018427,7441285.30217952,0.385321535695514,0.70017316105116,"PHKA2"
"PHKG2",2885017.08970588,713094.408083543,4.0457715794735,6.09387742095488e-05,"PHKG2"
"PHOSPHO1",1964332.94325743,2711337.90305721,0.7244884309855,0.46912565221638,"PHOSPHO1"
"`PHOSPHO2-KLHL23`",677433.539903707,3525174.49531608,0.192170214780521,0.847691700297787,"PHOSPHO2-KLHL23"
"PHOX2A",2996452.80163946,5376654.6965401,0.557308023438383,0.577581739214992,"PHOX2A"
"PHOX2B",3467962.68980902,4768276.62220749,0.727298972894637,0.467404175639125,"PHOX2B"
"PHPT1",-1391703.43937795,6647181.47350842,-0.209367450689352,0.834251923934172,"PHPT1"
"PHRF1",3911311.38177414,8277262.96445687,0.472536803357533,0.636762554714406,"PHRF1"
"PHYH",-4724850.98861412,5820119.35747489,-0.811813417974995,0.417308780119288,"PHYH"
"PHYHIP",6068150.24304746,2079538.18515965,2.91802780364988,0.00369101899762091,"PHYHIP"
"PI16",5177504.02478101,1459734.03076025,3.54688177138988,0.000428839986668332,"PI16"
"PIAS2",2713351.0644465,6818399.50093854,0.397945450992276,0.690850700660662,"PIAS2"
"PIAS4",1350829.33667168,8402264.52580263,0.160769674951723,0.872343741542138,"PIAS4"
"PID1",-5372305.78970077,2504434.24477926,-2.14511752540514,0.0324542051991369,"PID1"
"PIGB",1475949.37092053,4430364.98250483,0.333143968216827,0.73917385395022,"PIGB"
"PIGK",-2059052.38578502,6002192.49411461,-0.343050041764573,0.731713871179609,"PIGK"
"PIGP",-2633460.24095358,6090728.60981811,-0.432371955747381,0.665668984553332,"PIGP"
"PIGQ",6239664.56841186,5344854.91863447,1.16741514286154,0.243633413393218,"PIGQ"
"PIGR",-4023464.64731488,1003142.72057503,-4.0108596362126,7.03417847359009e-05,"PIGR"
"PIGS",1969489.47744613,6573760.82326547,0.299598590577836,0.764615523849124,"PIGS"
"PIGT",6957568.66390754,7133156.96454934,0.975384209051554,0.329870393770933,"PIGT"
"PIGX",-1504608.19889174,5167336.51490116,-0.291176739612926,0.771044332757329,"PIGX"
"PIH1D1",-14114571.1582177,7872305.64877635,-1.79293993245952,0.0736240482827366,"PIH1D1"
"PIK3AP1",-1008670.04154126,3735439.87443296,-0.270027112053134,0.78725766618672,"PIK3AP1"
"PIK3C2B",-5566046.8034888,5117649.30800282,-1.08761786290921,0.277320083397917,"PIK3C2B"
"PIK3C2G",1551631.47751522,1872023.01993465,0.828852776377392,0.407607548129212,"PIK3C2G"
"PIK3C3",8145126.87473721,9569896.47414599,0.851119643430006,0.395135390828198,"PIK3C3"
"PIK3R2",-1342207.88824506,7231418.6586015,-0.185607824911168,0.852832220314843,"PIK3R2"
"PIK3R4",4939385.26674271,8523416.49270565,0.579507674061199,0.562523740771242,"PIK3R4"
"PIN1P1",9595800.86916167,8498784.6838672,1.12907918321273,0.259439158626745,"PIN1P1"
"PINX1",-7722555.37846392,4763688.20137267,-1.62112948035487,0.105659091750316,"PINX1"
"PIP",301091.808267315,1495120.01944434,0.201383035710549,0.840486019446566,"PIP"
"PIP5K1P1",4712733.58652091,3026552.70015232,1.55712920058644,0.120111461401276,"PIP5K1P1"
"PIP5KL1",3097769.24276037,2134205.80287205,1.45148571828997,0.147310379318497,"PIP5KL1"
"PIPOX",-624659.244667942,2223107.9587968,-0.280984664823036,0.778845551078797,"PIPOX"
"PIR",629303.911030897,3391819.01058258,0.185535816937003,0.852888661569143,"PIR"
"`PIR-FIGF`",5064419.01246656,1571378.16939769,3.22291547069649,0.00135693698920322,"PIR-FIGF"
"PISRT1",5385339.10459961,30340392.9030701,0.177497342298909,0.859194059389531,"PISRT1"
"PITHD1",5021088.4329266,7136611.13256511,0.703567609283746,0.482049739578249,"PITHD1"
"PITPNB",-12356153.0587998,10041798.1948966,-1.23047215438758,0.219134512767398,"PITPNB"
"PITX3",211980.726476734,2332190.42584554,0.0908934039551593,0.927615932930722,"PITX3"
"PIWIL3",6159886.41705253,2941411.30493809,2.0941941736306,0.0367765676917454,"PIWIL3"
"PJA1",2244799.39887823,6023809.27580604,0.372654461005964,0.709573265111056,"PJA1"
"PKD1",1705156.7875224,1789253.52103087,0.952998983922627,0.341079394812315,"PKD1"
"PKD1L3",405271.724046171,3560217.16277387,0.113833427995278,0.909418344503249,"PKD1L3"
"PKD2L1",497752.29872902,2489315.14753935,0.199955517573193,0.841601671666329,"PKD2L1"
"PKDCC",-3723338.86630478,2131804.38640422,-1.74656684733867,0.0813643725810992,"PKDCC"
"PKHD1",-405129.537035577,1783402.18989208,-0.227166670160976,0.820392710323304,"PKHD1"
"PKI55",5956870.8839539,2949085.85849429,2.01990419058036,0.0439590055737864,"PKI55"
"PKLR",-1119051.70008074,1489818.32829814,-0.751132993080478,0.45294774058144,"PKLR"
"PKM2",-129388.892140714,3240325.85423199,-0.039930827318409,0.96816519393624,"PKM2"
"PKP4",1113497.02857705,7222517.45144702,0.154170209495854,0.877541566992356,"PKP4"
"PLA2G12B",-1143750.50416365,1370350.0441121,-0.834641126242111,0.404342928958436,"PLA2G12B"
"PLA2G16",-1827625.8875997,3215366.13398669,-0.568403662737359,0.570031794533044,"PLA2G16"
"PLA2G1B",619985.46880958,1468171.89042349,0.422283979725799,0.673010445783955,"PLA2G1B"
"PLA2G2C",3898690.61812681,2968126.30636078,1.31351910792064,0.189647561055499,"PLA2G2C"
"PLA2G2D",1930698.41918905,1568755.76817623,1.23071956664969,0.219042017227883,"PLA2G2D"
"PLA2G2E",-1263380.87572304,4332474.40541393,-0.29160723353479,0.770715328690346,"PLA2G2E"
"PLA2G2F",-240370.149121277,2017141.31128293,-0.119163762983169,0.905196422367239,"PLA2G2F"
"PLA2G4A",2474093.49835742,2508170.97458163,0.986413415764092,0.324436729591762,"PLA2G4A"
"PLA2G4B",979903.023681146,2165995.28832224,0.452403118771404,0.651186892313198,"PLA2G4B"
"PLA2G4C",2262618.3364963,2545310.01997821,0.888936246954967,0.374491108109957,"PLA2G4C"
"PLA2G4D",-999004.635760651,2391704.53479021,-0.417695673202492,0.676359981395283,"PLA2G4D"
"PLA2G4E",908357.332721067,2212189.34437684,0.410614640663567,0.681541857532278,"PLA2G4E"
"PLA2G6",1547162.53109057,4473550.21528981,0.345846689236357,0.72961235696136,"PLA2G6"
"PLA2G7",71022.8077808035,3093231.74189954,0.0229607134889895,0.981691334738814,"PLA2G7"
"PLA2R1",-695177.633272571,3336280.18493194,-0.208369080154685,0.835030871731426,"PLA2R1"
"PLAC1L",9559594.74835585,14497864.1483128,0.659379523118815,0.509974344113257,"PLAC1L"
"PLAC2",2763220.45841823,3235063.59196975,0.854147184394535,0.393457654096177,"PLAC2"
"PLAGL1",-1205602.09601431,3405472.41211141,-0.354019046440264,0.723483034102768,"PLAGL1"
"PLAGL2",-6350568.68617051,3596080.17396034,-1.76596971673651,0.0780487133419453,"PLAGL2"
"PLB1",-63763.7426297534,3381947.3044445,-0.0188541502541912,0.984965439959996,"PLB1"
"PLCB1",-3456065.31901078,4039276.20188267,-0.855615002856191,0.392645810654362,"PLCB1"
"PLCL2",3253436.80460504,3671385.6815321,0.886160454612698,0.375983285595411,"PLCL2"
"PLCXD3",6875375.02531968,2682650.1882888,2.56290404739849,0.0106897119495546,"PLCXD3"
"PLCZ1",6943614.81988051,2726491.76120556,2.54672136504468,0.0111911222072126,"PLCZ1"
"PLD5",5570396.81402831,1317522.60478809,4.22793263188395,2.83405775441547e-05,"PLD5"
"PLDN",554104.025041108,8440188.60869491,0.0656506685727711,0.947683804117637,"PLDN"
"PLEK",-705786.548511295,2939541.80024745,-0.240100871656896,0.810356519796716,"PLEK"
"PLEKHA6",-5261046.25858861,2482761.14481013,-2.11903036648777,0.034610618305954,"PLEKHA6"
"PLEKHB2",-9345064.52900536,4226016.88312175,-2.21131736750237,0.0274933760866276,"PLEKHB2"
"PLEKHD1",3116445.17581578,1824102.55432098,1.7084813397325,0.0882058980197753,"PLEKHD1"
"PLEKHG1",1071588.44913843,4676263.73545276,0.229154835946112,0.818848044304888,"PLEKHG1"
"PLEKHG3",-4486545.04304732,4561551.9954005,-0.983556703413923,0.325838479745331,"PLEKHG3"
"PLEKHM1",4050373.91882847,6771808.75004643,0.598122904578589,0.550045421641434,"PLEKHM1"
"PLEKHM1P",941104.584467063,5583998.37852792,0.168535970226259,0.866233996772439,"PLEKHM1P"
"PLEKHM3",3557510.3079732,1807107.39803762,1.96862140669469,0.0495825293529452,"PLEKHM3"
"PLGLA",1382364.58705904,2556652.49724466,0.540693187106513,0.588974673847648,"PLGLA"
"PLGLB1",-1406274.22052091,1634906.11721239,-0.860155947620211,0.39014069347921,"PLGLB1"
"PLK5",970667.963253944,2819782.80983061,0.344235009827673,0.730823190592315,"PLK5"
"PLOD1",4044097.80845663,6074463.68369064,0.665753886934027,0.505894330565667,"PLOD1"
"PLP1",2730583.89538819,1448601.88009519,1.88497884264016,0.0600480606991366,"PLP1"
"PLRG1",-7186318.87700742,10448412.4297716,-0.687790506482192,0.491923277973597,"PLRG1"
"PLSCR3",529461.01623839,3306062.18844677,0.16014853504227,0.872832727443794,"PLSCR3"
"PLSCR4",822069.842845668,4062584.02225722,0.202351468509177,0.839729340274914,"PLSCR4"
"PLSCR5",5281953.1448199,7149670.74647678,0.738768725458127,0.460415420657697,"PLSCR5"
"PM20D1",4418824.8109164,1982649.3086922,2.2287475609245,0.0263018226915963,"PM20D1"
"PMCHL1",5655490.64521037,3365756.12372761,1.68030315843171,0.0935613962811873,"PMCHL1"
"PMCHL2",8284825.30638471,3751932.48709307,2.20814882327577,0.0277149283721623,"PMCHL2"
"PMEPA1",859394.799056163,2974357.92338064,0.288934560397284,0.772758580309501,"PMEPA1"
"PML",307848.806817808,2914917.39808255,0.105611502754868,0.915935560280673,"PML"
"PMM1",1323356.9817018,5435735.86594111,0.243454982791494,0.807758951604772,"PMM1"
"PMP2",3424112.45351099,2233473.17320639,1.53308868653001,0.125925398530791,"PMP2"
"PMS2L2",951593.240601045,7416302.46804918,0.128311007365286,0.897957622006055,"PMS2L2"
"PMS2P3",-352067.588904968,7118912.48552825,-0.0494552489050359,0.960577464283136,"PMS2P3"
"PMS2P5",-1617565.04843434,7104384.34069664,-0.227685464476958,0.819989575701448,"PMS2P5"
"PNLDC1",2587123.80078536,2245597.63124905,1.15208698334187,0.249869758293283,"PNLDC1"
"PNLIP",-1570035.08265807,1367553.48494829,-1.14806119097963,0.251526063500175,"PNLIP"
"PNLIPRP1",-4831204.95292747,2307812.12046018,-2.09341345861556,0.0368464901660278,"PNLIPRP1"
"PNMA1",7610315.81598449,3274792.09206786,2.32390808394159,0.0205550423273485,"PNMA1"
"PNMA3",6392187.54172286,1609712.52846712,3.97101185999336,8.27543577436315e-05,"PNMA3"
"PNMA5",600055.838522394,3342590.04796456,0.179518226857581,0.857608008496634,"PNMA5"
"PNMA6A",4836941.86900894,1287726.63229105,3.75618687050321,0.000194133022261864,"PNMA6A"
"PNMA6C",9132179.30868833,3573585.20295389,2.55546707019599,0.0109175987861729,"PNMA6C"
"PNMA6D",6700314.24951951,2437135.64980182,2.74925782242131,0.00620264630671466,"PNMA6D"
"PNOC",3862847.06006336,2719276.48526199,1.42054222180029,0.156111519776373,"PNOC"
"PNPLA2",-2953225.94171866,6094352.01727166,-0.484584076100149,0.628196680217666,"PNPLA2"
"PNPLA5",5191936.82154818,5684595.7707616,0.913334391910963,0.361533977422897,"PNPLA5"
"PNPLA6",6439254.53228345,6061677.44530781,1.06228920795974,0.288648772268065,"PNPLA6"
"PNPLA7",1250193.49285218,3320460.79900964,0.376512047130648,0.706705812133859,"PNPLA7"
"PODXL",205964.120625038,5085934.67717079,0.0404968080989219,0.967714211822828,"PODXL"
"POFUT1",-9505777.05468057,4054957.03850125,-2.34423619397803,0.0194807153081325,"POFUT1"
"POFUT2",1477548.63623365,4366424.13386732,0.338388711433992,0.735221067784218,"POFUT2"
"POLD2",-15139988.7322603,7486440.97564663,-2.02232125805983,0.043707860970452,"POLD2"
"POLG",5663221.05563331,9143975.23069153,0.61933906345512,0.535992474894911,"POLG"
"POLN",-1979519.8132381,3926355.85781762,-0.504162099646866,0.614383221007838,"POLN"
"POLR2D",-7788841.3481297,7069195.89827015,-1.10180018494545,0.271111254276058,"POLR2D"
"POLR2E",-2771173.73272532,8687985.92791828,-0.318966185686412,0.749893559564621,"POLR2E"
"POLR2I",-6283652.54781483,7356171.37676017,-0.854201489604542,0.393427599985044,"POLR2I"
