"term","estimate","std.error","statistic","p.value","gene"
"AC087490.1",NA,NA,NA,NA,"AC087490.1"
"AC087491.1",NA,NA,NA,NA,"AC087491.1"
"AC087498.1",NA,NA,NA,NA,"AC087498.1"
"AC087498.2",NA,NA,NA,NA,"AC087498.2"
"AC087499.1",NA,NA,NA,NA,"AC087499.1"
"AC087499.2",NA,NA,NA,NA,"AC087499.2"
"AC087499.3",NA,NA,NA,NA,"AC087499.3"
"AC087499.4",NA,NA,NA,NA,"AC087499.4"
"AC087499.5",NA,NA,NA,NA,"AC087499.5"
"AC087499.6",NA,NA,NA,NA,"AC087499.6"
"AC087499.7",NA,NA,NA,NA,"AC087499.7"
"AC087500.1",NA,NA,NA,NA,"AC087500.1"
"AC087500.2",NA,NA,NA,NA,"AC087500.2"
"AC087501.1",NA,NA,NA,NA,"AC087501.1"
"AC087501.2",NA,NA,NA,NA,"AC087501.2"
"AC087501.3",NA,NA,NA,NA,"AC087501.3"
"AC087501.4",NA,NA,NA,NA,"AC087501.4"
"AC087516.1",NA,NA,NA,NA,"AC087516.1"
"AC087516.2",NA,NA,NA,NA,"AC087516.2"
"AC087518.1",NA,NA,NA,NA,"AC087518.1"
"AC087521.1",NA,NA,NA,NA,"AC087521.1"
"AC087521.2",NA,NA,NA,NA,"AC087521.2"
"AC087521.3",NA,NA,NA,NA,"AC087521.3"
"AC087521.4",NA,NA,NA,NA,"AC087521.4"
"AC087533.1",NA,NA,NA,NA,"AC087533.1"
"AC087564.1",NA,NA,NA,NA,"AC087564.1"
"AC087565.1",NA,NA,NA,NA,"AC087565.1"
"AC087565.2",NA,NA,NA,NA,"AC087565.2"
"AC087575.1",NA,NA,NA,NA,"AC087575.1"
"AC087588.1",NA,NA,NA,NA,"AC087588.1"
"AC087588.2",NA,NA,NA,NA,"AC087588.2"
"AC087588.3",NA,NA,NA,NA,"AC087588.3"
"AC087591.1",NA,NA,NA,NA,"AC087591.1"
"AC087612.1",NA,NA,NA,NA,"AC087612.1"
"AC087620.1",NA,NA,NA,NA,"AC087620.1"
"AC087623.1",NA,NA,NA,NA,"AC087623.1"
"AC087623.2",NA,NA,NA,NA,"AC087623.2"
"AC087623.3",NA,NA,NA,NA,"AC087623.3"
"AC087627.1",NA,NA,NA,NA,"AC087627.1"
"AC087632.1",NA,NA,NA,NA,"AC087632.1"
"AC087632.2",NA,NA,NA,NA,"AC087632.2"
"AC087633.1",NA,NA,NA,NA,"AC087633.1"
"AC087633.2",NA,NA,NA,NA,"AC087633.2"
"AC087636.1",NA,NA,NA,NA,"AC087636.1"
"AC087639.1",NA,NA,NA,NA,"AC087639.1"
"AC087639.2",NA,NA,NA,NA,"AC087639.2"
"AC087641.1",NA,NA,NA,NA,"AC087641.1"
"AC087645.1",NA,NA,NA,NA,"AC087645.1"
"AC087645.2",NA,NA,NA,NA,"AC087645.2"
"AC087645.3",NA,NA,NA,NA,"AC087645.3"
"AC087645.4",NA,NA,NA,NA,"AC087645.4"
"AC087650.1",NA,NA,NA,NA,"AC087650.1"
"AC087664.1",NA,NA,NA,NA,"AC087664.1"
"AC087664.2",NA,NA,NA,NA,"AC087664.2"
"AC087664.3",NA,NA,NA,NA,"AC087664.3"
"AC087667.1",NA,NA,NA,NA,"AC087667.1"
"AC087672.1",NA,NA,NA,NA,"AC087672.1"
"AC087672.2",NA,NA,NA,NA,"AC087672.2"
"AC087683.1",NA,NA,NA,NA,"AC087683.1"
"AC087683.2",NA,NA,NA,NA,"AC087683.2"
"AC087683.3",NA,NA,NA,NA,"AC087683.3"
"AC087685.1",NA,NA,NA,NA,"AC087685.1"
"AC087698.1",NA,NA,NA,NA,"AC087698.1"
"AC087699.1",NA,NA,NA,NA,"AC087699.1"
"AC087721.1",NA,NA,NA,NA,"AC087721.1"
"AC087721.2",NA,NA,NA,NA,"AC087721.2"
"AC087741.1",NA,NA,NA,NA,"AC087741.1"
"AC087741.2",NA,NA,NA,NA,"AC087741.2"
"AC087741.3",NA,NA,NA,NA,"AC087741.3"
"AC087742.1",NA,NA,NA,NA,"AC087742.1"
"AC087749.1",NA,NA,NA,NA,"AC087749.1"
"AC087749.2",NA,NA,NA,NA,"AC087749.2"
"AC087752.1",NA,NA,NA,NA,"AC087752.1"
"AC087752.2",NA,NA,NA,NA,"AC087752.2"
"AC087752.3",NA,NA,NA,NA,"AC087752.3"
"AC087752.4",NA,NA,NA,NA,"AC087752.4"
"AC087761.1",NA,NA,NA,NA,"AC087761.1"
"AC087762.1",NA,NA,NA,NA,"AC087762.1"
"AC087762.2",NA,NA,NA,NA,"AC087762.2"
"AC087763.1",NA,NA,NA,NA,"AC087763.1"
"AC087783.1",NA,NA,NA,NA,"AC087783.1"
"AC087808.1",NA,NA,NA,NA,"AC087808.1"
"AC087821.1",NA,NA,NA,NA,"AC087821.1"
"AC087821.2",NA,NA,NA,NA,"AC087821.2"
"AC087854.1",NA,NA,NA,NA,"AC087854.1"
"AC087854.2",NA,NA,NA,NA,"AC087854.2"
"AC087855.1",NA,NA,NA,NA,"AC087855.1"
"AC087855.2",NA,NA,NA,NA,"AC087855.2"
"AC087857.1",NA,NA,NA,NA,"AC087857.1"
"AC087863.1",NA,NA,NA,NA,"AC087863.1"
"AC087863.2",NA,NA,NA,NA,"AC087863.2"
"AC087878.1",NA,NA,NA,NA,"AC087878.1"
"AC087879.1",NA,NA,NA,NA,"AC087879.1"
"AC087883.1",NA,NA,NA,NA,"AC087883.1"
"AC087883.2",NA,NA,NA,NA,"AC087883.2"
"AC087884.1",NA,NA,NA,NA,"AC087884.1"
"AC087885.1",NA,NA,NA,NA,"AC087885.1"
"AC087888.1",NA,NA,NA,NA,"AC087888.1"
"AC087893.1",NA,NA,NA,NA,"AC087893.1"
"AC087893.2",NA,NA,NA,NA,"AC087893.2"
"AC087893.3",NA,NA,NA,NA,"AC087893.3"
"AC087894.1",NA,NA,NA,NA,"AC087894.1"
"AC087894.2",NA,NA,NA,NA,"AC087894.2"
"AC087897.1",NA,NA,NA,NA,"AC087897.1"
"AC087897.2",NA,NA,NA,NA,"AC087897.2"
"AC089983.1",NA,NA,NA,NA,"AC089983.1"
"AC089983.2",NA,NA,NA,NA,"AC089983.2"
"AC089984.1",NA,NA,NA,NA,"AC089984.1"
"AC089984.2",NA,NA,NA,NA,"AC089984.2"
"AC089984.3",NA,NA,NA,NA,"AC089984.3"
"AC089985.1",NA,NA,NA,NA,"AC089985.1"
"AC089987.1",NA,NA,NA,NA,"AC089987.1"
"AC089987.2",NA,NA,NA,NA,"AC089987.2"
"AC089998.1",NA,NA,NA,NA,"AC089998.1"
"AC089998.2",NA,NA,NA,NA,"AC089998.2"
"AC089998.3",NA,NA,NA,NA,"AC089998.3"
"AC089998.4",NA,NA,NA,NA,"AC089998.4"
"AC089999.1",NA,NA,NA,NA,"AC089999.1"
"AC089999.2",NA,NA,NA,NA,"AC089999.2"
"AC090001.1",NA,NA,NA,NA,"AC090001.1"
"AC090001.2",NA,NA,NA,NA,"AC090001.2"
"AC090004.1",NA,NA,NA,NA,"AC090004.1"
"AC090004.2",NA,NA,NA,NA,"AC090004.2"
"AC090013.1",NA,NA,NA,NA,"AC090013.1"
"AC090015.1",NA,NA,NA,NA,"AC090015.1"
"AC090016.1",NA,NA,NA,NA,"AC090016.1"
"AC090017.1",NA,NA,NA,NA,"AC090017.1"
"AC090018.1",NA,NA,NA,NA,"AC090018.1"
"AC090018.2",NA,NA,NA,NA,"AC090018.2"
"AC090022.1",NA,NA,NA,NA,"AC090022.1"
"AC090022.2",NA,NA,NA,NA,"AC090022.2"
"AC090023.1",NA,NA,NA,NA,"AC090023.1"
"AC090023.2",NA,NA,NA,NA,"AC090023.2"
"AC090044.1",NA,NA,NA,NA,"AC090044.1"
"AC090049.1",NA,NA,NA,NA,"AC090049.1"
"AC090049.2",NA,NA,NA,NA,"AC090049.2"
"AC090058.1",NA,NA,NA,NA,"AC090058.1"
"AC090061.1",NA,NA,NA,NA,"AC090061.1"
"AC090071.1",NA,NA,NA,NA,"AC090071.1"
"AC090079.1",NA,NA,NA,NA,"AC090079.1"
"AC090079.2",NA,NA,NA,NA,"AC090079.2"
"AC090093.1",NA,NA,NA,NA,"AC090093.1"
"AC090095.1",NA,NA,NA,NA,"AC090095.1"
"AC090099.1",NA,NA,NA,NA,"AC090099.1"
"AC090099.2",NA,NA,NA,NA,"AC090099.2"
"AC090103.1",NA,NA,NA,NA,"AC090103.1"
"AC090109.1",NA,NA,NA,NA,"AC090109.1"
"AC090114.1",NA,NA,NA,NA,"AC090114.1"
"AC090114.2",NA,NA,NA,NA,"AC090114.2"
"AC090114.3",NA,NA,NA,NA,"AC090114.3"
"AC090115.1",NA,NA,NA,NA,"AC090115.1"
"AC090116.1",NA,NA,NA,NA,"AC090116.1"
"AC090124.1",NA,NA,NA,NA,"AC090124.1"
"AC090124.2",NA,NA,NA,NA,"AC090124.2"
"AC090125.1",NA,NA,NA,NA,"AC090125.1"
"AC090125.2",NA,NA,NA,NA,"AC090125.2"
"AC090132.1",NA,NA,NA,NA,"AC090132.1"
"AC090132.2",NA,NA,NA,NA,"AC090132.2"
"AC090136.1",NA,NA,NA,NA,"AC090136.1"
"AC090136.2",NA,NA,NA,NA,"AC090136.2"
"AC090136.3",NA,NA,NA,NA,"AC090136.3"
"AC090138.1",NA,NA,NA,NA,"AC090138.1"
"AC090142.1",NA,NA,NA,NA,"AC090142.1"
"AC090142.2",NA,NA,NA,NA,"AC090142.2"
"AC090142.3",NA,NA,NA,NA,"AC090142.3"
"AC090150.1",NA,NA,NA,NA,"AC090150.1"
"AC090150.2",NA,NA,NA,NA,"AC090150.2"
"AC090151.1",NA,NA,NA,NA,"AC090151.1"
"AC090152.1",NA,NA,NA,NA,"AC090152.1"
"AC090155.1",NA,NA,NA,NA,"AC090155.1"
"AC090155.2",NA,NA,NA,NA,"AC090155.2"
"AC090159.1",NA,NA,NA,NA,"AC090159.1"
"AC090164.1",NA,NA,NA,NA,"AC090164.1"
"AC090164.2",NA,NA,NA,NA,"AC090164.2"
"AC090164.3",NA,NA,NA,NA,"AC090164.3"
"AC090164.4",NA,NA,NA,NA,"AC090164.4"
"AC090164.5",NA,NA,NA,NA,"AC090164.5"
"AC090181.1",NA,NA,NA,NA,"AC090181.1"
"AC090181.2",NA,NA,NA,NA,"AC090181.2"
"AC090181.3",NA,NA,NA,NA,"AC090181.3"
"AC090186.1",NA,NA,NA,NA,"AC090186.1"
"AC090192.1",NA,NA,NA,NA,"AC090192.1"
"AC090192.2",NA,NA,NA,NA,"AC090192.2"
"AC090193.1",NA,NA,NA,NA,"AC090193.1"
"AC090197.1",NA,NA,NA,NA,"AC090197.1"
"AC090198.1",NA,NA,NA,NA,"AC090198.1"
"AC090200.1",NA,NA,NA,NA,"AC090200.1"
"AC090204.1",NA,NA,NA,NA,"AC090204.1"
"AC090206.1",NA,NA,NA,NA,"AC090206.1"
"AC090213.1",NA,NA,NA,NA,"AC090213.1"
"AC090220.1",NA,NA,NA,NA,"AC090220.1"
"AC090227.1",NA,NA,NA,NA,"AC090227.1"
"AC090227.2",NA,NA,NA,NA,"AC090227.2"
"AC090227.3",NA,NA,NA,NA,"AC090227.3"
"AC090229.1",NA,NA,NA,NA,"AC090229.1"
"AC090236.1",NA,NA,NA,NA,"AC090236.1"
"AC090236.2",NA,NA,NA,NA,"AC090236.2"
"AC090241.1",NA,NA,NA,NA,"AC090241.1"
"AC090241.2",NA,NA,NA,NA,"AC090241.2"
"AC090241.3",NA,NA,NA,NA,"AC090241.3"
"AC090246.1",NA,NA,NA,NA,"AC090246.1"
"AC090260.1",NA,NA,NA,NA,"AC090260.1"
"AC090281.1",NA,NA,NA,NA,"AC090281.1"
"AC090282.1",NA,NA,NA,NA,"AC090282.1"
"AC090283.1",NA,NA,NA,NA,"AC090283.1"
"AC090286.1",NA,NA,NA,NA,"AC090286.1"
"AC090286.2",NA,NA,NA,NA,"AC090286.2"
"AC090286.3",NA,NA,NA,NA,"AC090286.3"
"AC090286.4",NA,NA,NA,NA,"AC090286.4"
"AC090287.1",NA,NA,NA,NA,"AC090287.1"
"AC090287.2",NA,NA,NA,NA,"AC090287.2"
"AC090311.1",NA,NA,NA,NA,"AC090311.1"
"AC090312.1",NA,NA,NA,NA,"AC090312.1"
"AC090312.2",NA,NA,NA,NA,"AC090312.2"
"AC090337.1",NA,NA,NA,NA,"AC090337.1"
"AC090337.2",NA,NA,NA,NA,"AC090337.2"
"AC090338.1",NA,NA,NA,NA,"AC090338.1"
"AC090340.1",NA,NA,NA,NA,"AC090340.1"
"AC090348.1",NA,NA,NA,NA,"AC090348.1"
"AC090358.1",NA,NA,NA,NA,"AC090358.1"
"AC090360.1",NA,NA,NA,NA,"AC090360.1"
"AC090365.1",NA,NA,NA,NA,"AC090365.1"
"AC090371.1",NA,NA,NA,NA,"AC090371.1"
"AC090371.2",NA,NA,NA,NA,"AC090371.2"
"AC090373.1",NA,NA,NA,NA,"AC090373.1"
"AC090376.1",NA,NA,NA,NA,"AC090376.1"
"AC090377.1",NA,NA,NA,NA,"AC090377.1"
"AC090386.1",NA,NA,NA,NA,"AC090386.1"
"AC090386.2",NA,NA,NA,NA,"AC090386.2"
"AC090398.1",NA,NA,NA,NA,"AC090398.1"
"AC090398.2",NA,NA,NA,NA,"AC090398.2"
"AC090403.1",NA,NA,NA,NA,"AC090403.1"
"AC090409.1",NA,NA,NA,NA,"AC090409.1"
"AC090409.2",NA,NA,NA,NA,"AC090409.2"
"AC090415.1",NA,NA,NA,NA,"AC090415.1"
"AC090415.2",NA,NA,NA,NA,"AC090415.2"
"AC090424.1",NA,NA,NA,NA,"AC090424.1"
"AC090425.1",NA,NA,NA,NA,"AC090425.1"
"AC090425.2",NA,NA,NA,NA,"AC090425.2"
"AC090425.3",NA,NA,NA,NA,"AC090425.3"
"AC090453.1",NA,NA,NA,NA,"AC090453.1"
"AC090457.1",NA,NA,NA,NA,"AC090457.1"
"AC090469.1",NA,NA,NA,NA,"AC090469.1"
"AC090498.1",NA,NA,NA,NA,"AC090498.1"
"AC090502.1",NA,NA,NA,NA,"AC090502.1"
"AC090502.2",NA,NA,NA,NA,"AC090502.2"
"AC090502.3",NA,NA,NA,NA,"AC090502.3"
"AC090503.1",NA,NA,NA,NA,"AC090503.1"
"AC090503.2",NA,NA,NA,NA,"AC090503.2"
"AC090505.1",NA,NA,NA,NA,"AC090505.1"
"AC090505.2",NA,NA,NA,NA,"AC090505.2"
"AC090506.1",NA,NA,NA,NA,"AC090506.1"
"AC090506.2",NA,NA,NA,NA,"AC090506.2"
"AC090510.1",NA,NA,NA,NA,"AC090510.1"
"AC090510.2",NA,NA,NA,NA,"AC090510.2"
"AC090510.3",NA,NA,NA,NA,"AC090510.3"
"AC090510.4",NA,NA,NA,NA,"AC090510.4"
"AC090515.1",NA,NA,NA,NA,"AC090515.1"
"AC090515.2",NA,NA,NA,NA,"AC090515.2"
"AC090515.3",NA,NA,NA,NA,"AC090515.3"
"AC090515.4",NA,NA,NA,NA,"AC090515.4"
"AC090515.5",NA,NA,NA,NA,"AC090515.5"
"AC090515.6",NA,NA,NA,NA,"AC090515.6"
"AC090517.1",NA,NA,NA,NA,"AC090517.1"
"AC090517.2",NA,NA,NA,NA,"AC090517.2"
"AC090517.3",NA,NA,NA,NA,"AC090517.3"
"AC090517.4",NA,NA,NA,NA,"AC090517.4"
"AC090517.5",NA,NA,NA,NA,"AC090517.5"
"AC090518.1",NA,NA,NA,NA,"AC090518.1"
"AC090519.1",NA,NA,NA,NA,"AC090519.1"
"AC090519.2",NA,NA,NA,NA,"AC090519.2"
"AC090525.1",NA,NA,NA,NA,"AC090525.1"
"AC090525.2",NA,NA,NA,NA,"AC090525.2"
"AC090525.3",NA,NA,NA,NA,"AC090525.3"
"AC090527.1",NA,NA,NA,NA,"AC090527.1"
"AC090527.2",NA,NA,NA,NA,"AC090527.2"
"AC090527.3",NA,NA,NA,NA,"AC090527.3"
"AC090531.1",NA,NA,NA,NA,"AC090531.1"
"AC090539.1",NA,NA,NA,NA,"AC090539.1"
"AC090539.2",NA,NA,NA,NA,"AC090539.2"
"AC090541.1",NA,NA,NA,NA,"AC090541.1"
"AC090543.1",NA,NA,NA,NA,"AC090543.1"
"AC090543.2",NA,NA,NA,NA,"AC090543.2"
"AC090559.1",NA,NA,NA,NA,"AC090559.1"
"AC090559.2",NA,NA,NA,NA,"AC090559.2"
"AC090568.1",NA,NA,NA,NA,"AC090568.1"
"AC090571.1",NA,NA,NA,NA,"AC090571.1"
"AC090572.1",NA,NA,NA,NA,"AC090572.1"
"AC090572.2",NA,NA,NA,NA,"AC090572.2"
"AC090572.3",NA,NA,NA,NA,"AC090572.3"
"AC090574.1",NA,NA,NA,NA,"AC090574.1"
"AC090577.1",NA,NA,NA,NA,"AC090577.1"
"AC090578.1",NA,NA,NA,NA,"AC090578.1"
"AC090578.2",NA,NA,NA,NA,"AC090578.2"
"AC090578.3",NA,NA,NA,NA,"AC090578.3"
"AC090579.1",NA,NA,NA,NA,"AC090579.1"
"AC090582.1",NA,NA,NA,NA,"AC090582.1"
"AC090587.1",NA,NA,NA,NA,"AC090587.1"
"AC090587.2",NA,NA,NA,NA,"AC090587.2"
"AC090589.1",NA,NA,NA,NA,"AC090589.1"
"AC090589.2",NA,NA,NA,NA,"AC090589.2"
"AC090589.3",NA,NA,NA,NA,"AC090589.3"
"AC090602.1",NA,NA,NA,NA,"AC090602.1"
"AC090607.1",NA,NA,NA,NA,"AC090607.1"
"AC090607.2",NA,NA,NA,NA,"AC090607.2"
"AC090607.3",NA,NA,NA,NA,"AC090607.3"
"AC090607.4",NA,NA,NA,NA,"AC090607.4"
"AC090607.5",NA,NA,NA,NA,"AC090607.5"
"AC090615.1",NA,NA,NA,NA,"AC090615.1"
"AC090616.1",NA,NA,NA,NA,"AC090616.1"
"AC090616.2",NA,NA,NA,NA,"AC090616.2"
"AC090616.3",NA,NA,NA,NA,"AC090616.3"
"AC090616.4",NA,NA,NA,NA,"AC090616.4"
"AC090616.5",NA,NA,NA,NA,"AC090616.5"
"AC090616.6",NA,NA,NA,NA,"AC090616.6"
"AC090617.1",NA,NA,NA,NA,"AC090617.1"
"AC090617.10",NA,NA,NA,NA,"AC090617.10"
"AC090617.2",NA,NA,NA,NA,"AC090617.2"
"AC090617.3",NA,NA,NA,NA,"AC090617.3"
"AC090617.4",NA,NA,NA,NA,"AC090617.4"
"AC090617.5",NA,NA,NA,NA,"AC090617.5"
"AC090617.6",NA,NA,NA,NA,"AC090617.6"
"AC090617.7",NA,NA,NA,NA,"AC090617.7"
"AC090617.8",NA,NA,NA,NA,"AC090617.8"
"AC090617.9",NA,NA,NA,NA,"AC090617.9"
"AC090618.1",NA,NA,NA,NA,"AC090618.1"
"AC090621.1",NA,NA,NA,NA,"AC090621.1"
"AC090625.1",NA,NA,NA,NA,"AC090625.1"
"AC090625.2",NA,NA,NA,NA,"AC090625.2"
"AC090629.1",NA,NA,NA,NA,"AC090629.1"
"AC090630.1",NA,NA,NA,NA,"AC090630.1"
"AC090643.1",NA,NA,NA,NA,"AC090643.1"
"AC090643.2",NA,NA,NA,NA,"AC090643.2"
"AC090644.1",NA,NA,NA,NA,"AC090644.1"
"AC090651.1",NA,NA,NA,NA,"AC090651.1"
"AC090666.1",NA,NA,NA,NA,"AC090666.1"
"AC090673.1",NA,NA,NA,NA,"AC090673.1"
"AC090679.1",NA,NA,NA,NA,"AC090679.1"
"AC090679.2",NA,NA,NA,NA,"AC090679.2"
"AC090679.3",NA,NA,NA,NA,"AC090679.3"
"AC090680.1",NA,NA,NA,NA,"AC090680.1"
"AC090686.1",NA,NA,NA,NA,"AC090686.1"
"AC090692.1",NA,NA,NA,NA,"AC090692.1"
"AC090692.2",NA,NA,NA,NA,"AC090692.2"
"AC090692.3",NA,NA,NA,NA,"AC090692.3"
"AC090695.1",NA,NA,NA,NA,"AC090695.1"
"AC090696.1",NA,NA,NA,NA,"AC090696.1"
"AC090699.1",NA,NA,NA,NA,"AC090699.1"
"AC090707.1",NA,NA,NA,NA,"AC090707.1"
"AC090707.2",NA,NA,NA,NA,"AC090707.2"
"AC090709.1",NA,NA,NA,NA,"AC090709.1"
"AC090720.1",NA,NA,NA,NA,"AC090720.1"
"AC090735.1",NA,NA,NA,NA,"AC090735.1"
"AC090739.1",NA,NA,NA,NA,"AC090739.1"
"AC090740.1",NA,NA,NA,NA,"AC090740.1"
"AC090751.1",NA,NA,NA,NA,"AC090751.1"
"AC090753.1",NA,NA,NA,NA,"AC090753.1"
"AC090771.1",NA,NA,NA,NA,"AC090771.1"
"AC090771.2",NA,NA,NA,NA,"AC090771.2"
"AC090772.1",NA,NA,NA,NA,"AC090772.1"
"AC090772.2",NA,NA,NA,NA,"AC090772.2"
"AC090772.3",NA,NA,NA,NA,"AC090772.3"
"AC090772.4",NA,NA,NA,NA,"AC090772.4"
"AC090774.1",NA,NA,NA,NA,"AC090774.1"
"AC090774.2",NA,NA,NA,NA,"AC090774.2"
"AC090791.1",NA,NA,NA,NA,"AC090791.1"
"AC090796.1",NA,NA,NA,NA,"AC090796.1"
"AC090802.1",NA,NA,NA,NA,"AC090802.1"
"AC090809.1",NA,NA,NA,NA,"AC090809.1"
"AC090812.1",NA,NA,NA,NA,"AC090812.1"
"AC090816.1",NA,NA,NA,NA,"AC090816.1"
"AC090819.1",NA,NA,NA,NA,"AC090819.1"
"AC090820.1",NA,NA,NA,NA,"AC090820.1"
"AC090820.2",NA,NA,NA,NA,"AC090820.2"
"AC090821.1",NA,NA,NA,NA,"AC090821.1"
"AC090821.2",NA,NA,NA,NA,"AC090821.2"
"AC090821.3",NA,NA,NA,NA,"AC090821.3"
"AC090825.1",NA,NA,NA,NA,"AC090825.1"
"AC090825.2",NA,NA,NA,NA,"AC090825.2"
"AC090826.1",NA,NA,NA,NA,"AC090826.1"
"AC090826.2",NA,NA,NA,NA,"AC090826.2"
"AC090826.3",NA,NA,NA,NA,"AC090826.3"
"AC090844.1",NA,NA,NA,NA,"AC090844.1"
"AC090844.2",NA,NA,NA,NA,"AC090844.2"
"AC090844.3",NA,NA,NA,NA,"AC090844.3"
"AC090857.1",NA,NA,NA,NA,"AC090857.1"
"AC090857.2",NA,NA,NA,NA,"AC090857.2"
"AC090877.1",NA,NA,NA,NA,"AC090877.1"
"AC090877.2",NA,NA,NA,NA,"AC090877.2"
"AC090888.1",NA,NA,NA,NA,"AC090888.1"
"AC090888.2",NA,NA,NA,NA,"AC090888.2"
"AC090888.3",NA,NA,NA,NA,"AC090888.3"
"AC090897.1",NA,NA,NA,NA,"AC090897.1"
"AC090897.2",NA,NA,NA,NA,"AC090897.2"
"AC090907.1",NA,NA,NA,NA,"AC090907.1"
"AC090907.2",NA,NA,NA,NA,"AC090907.2"
"AC090907.3",NA,NA,NA,NA,"AC090907.3"
"AC090912.1",NA,NA,NA,NA,"AC090912.1"
"AC090912.2",NA,NA,NA,NA,"AC090912.2"
"AC090912.3",NA,NA,NA,NA,"AC090912.3"
"AC090919.1",NA,NA,NA,NA,"AC090919.1"
"AC090921.1",NA,NA,NA,NA,"AC090921.1"
"AC090936.1",NA,NA,NA,NA,"AC090936.1"
"AC090945.1",NA,NA,NA,NA,"AC090945.1"
"AC090946.1",NA,NA,NA,NA,"AC090946.1"
"AC090948.1",NA,NA,NA,NA,"AC090948.1"
"AC090948.2",NA,NA,NA,NA,"AC090948.2"
"AC090948.3",NA,NA,NA,NA,"AC090948.3"
"AC090948.4",NA,NA,NA,NA,"AC090948.4"
"AC090950.1",NA,NA,NA,NA,"AC090950.1"
"AC090950.2",NA,NA,NA,NA,"AC090950.2"
"AC090952.1",NA,NA,NA,NA,"AC090952.1"
"AC090952.2",NA,NA,NA,NA,"AC090952.2"
"AC090953.1",NA,NA,NA,NA,"AC090953.1"
"AC090953.2",NA,NA,NA,NA,"AC090953.2"
"AC090954.1",NA,NA,NA,NA,"AC090954.1"
"AC090955.1",NA,NA,NA,NA,"AC090955.1"
"AC090957.1",NA,NA,NA,NA,"AC090957.1"
"AC090958.1",NA,NA,NA,NA,"AC090958.1"
"AC090960.1",NA,NA,NA,NA,"AC090960.1"
"AC090970.1",NA,NA,NA,NA,"AC090970.1"
"AC090970.2",NA,NA,NA,NA,"AC090970.2"
"AC090971.1",NA,NA,NA,NA,"AC090971.1"
"AC090971.2",NA,NA,NA,NA,"AC090971.2"
"AC090971.3",NA,NA,NA,NA,"AC090971.3"
"AC090971.4",NA,NA,NA,NA,"AC090971.4"
"AC090971.5",NA,NA,NA,NA,"AC090971.5"
"AC090983.1",NA,NA,NA,NA,"AC090983.1"
"AC090983.2",NA,NA,NA,NA,"AC090983.2"
"AC090984.1",NA,NA,NA,NA,"AC090984.1"
"AC090985.1",NA,NA,NA,NA,"AC090985.1"
"AC090985.2",NA,NA,NA,NA,"AC090985.2"
"AC090987.1",NA,NA,NA,NA,"AC090987.1"
"AC090993.1",NA,NA,NA,NA,"AC090993.1"
"AC090994.1",NA,NA,NA,NA,"AC090994.1"
"AC091010.1",NA,NA,NA,NA,"AC091010.1"
"AC091027.1",NA,NA,NA,NA,"AC091027.1"
"AC091027.2",NA,NA,NA,NA,"AC091027.2"
"AC091027.3",NA,NA,NA,NA,"AC091027.3"
"AC091042.1",NA,NA,NA,NA,"AC091042.1"
"AC091043.1",NA,NA,NA,NA,"AC091043.1"
"AC091044.1",NA,NA,NA,NA,"AC091044.1"
"AC091045.1",NA,NA,NA,NA,"AC091045.1"
"AC091046.1",NA,NA,NA,NA,"AC091046.1"
"AC091046.2",NA,NA,NA,NA,"AC091046.2"
"AC091047.1",NA,NA,NA,NA,"AC091047.1"
"AC091053.1",NA,NA,NA,NA,"AC091053.1"
"AC091053.2",NA,NA,NA,NA,"AC091053.2"
"AC091057.1",NA,NA,NA,NA,"AC091057.1"
"AC091057.2",NA,NA,NA,NA,"AC091057.2"
"AC091057.3",NA,NA,NA,NA,"AC091057.3"
"AC091057.4",NA,NA,NA,NA,"AC091057.4"
"AC091057.5",NA,NA,NA,NA,"AC091057.5"
"AC091057.6",NA,NA,NA,NA,"AC091057.6"
"AC091059.1",NA,NA,NA,NA,"AC091059.1"
"AC091059.2",NA,NA,NA,NA,"AC091059.2"
"AC091060.1",NA,NA,NA,NA,"AC091060.1"
"AC091062.1",NA,NA,NA,NA,"AC091062.1"
"AC091073.1",NA,NA,NA,NA,"AC091073.1"
"AC091074.1",NA,NA,NA,NA,"AC091074.1"
"AC091074.2",NA,NA,NA,NA,"AC091074.2"
"AC091074.3",NA,NA,NA,NA,"AC091074.3"
"AC091076.1",NA,NA,NA,NA,"AC091076.1"
"AC091078.1",NA,NA,NA,NA,"AC091078.1"
"AC091078.2",NA,NA,NA,NA,"AC091078.2"
"AC091096.1",NA,NA,NA,NA,"AC091096.1"
"AC091100.1",NA,NA,NA,NA,"AC091100.1"
"AC091114.1",NA,NA,NA,NA,"AC091114.1"
"AC091117.1",NA,NA,NA,NA,"AC091117.1"
"AC091117.2",NA,NA,NA,NA,"AC091117.2"
"AC091132.1",NA,NA,NA,NA,"AC091132.1"
"AC091132.2",NA,NA,NA,NA,"AC091132.2"
"AC091132.3",NA,NA,NA,NA,"AC091132.3"
"AC091132.4",NA,NA,NA,NA,"AC091132.4"
"AC091132.5",NA,NA,NA,NA,"AC091132.5"
"AC091133.1",NA,NA,NA,NA,"AC091133.1"
"AC091133.2",NA,NA,NA,NA,"AC091133.2"
"AC091133.3",NA,NA,NA,NA,"AC091133.3"
"AC091133.4",NA,NA,NA,NA,"AC091133.4"
"AC091133.5",NA,NA,NA,NA,"AC091133.5"
"AC091133.6",NA,NA,NA,NA,"AC091133.6"
